loop.thisRepN,loop.thisTrialN,loop.thisN,loop.thisIndex,evaluate_all_emotions.thisRepN,evaluate_all_emotions.thisTrialN,evaluate_all_emotions.thisN,evaluate_all_emotions.thisIndex,sync_beep_1.started,p_port.started,p_port.stopped,sync_beep_1.stopped,sync_beep_2.started,sync_beep_2.stopped,sync_beep_3.started,sync_beep_4.started,sync_beep_4.stopped,baseline.started,p_port_2.started,p_port_2.stopped,baseline.stopped,p_port_3.started,Game_Start_Text.started,p_port_4.started,p_port_4.stopped,key_resp.started,key_resp.keys,key_resp.rt,fixation_cross.started,p_port_5.started,p_port_5.stopped,fixation_cross.stopped,p_port_6.started,player_image_intro.started,player_name_intro.started,p_port_7.started,p_port_7.stopped,p_port_8.started,player_image_offer.started,player_name_offer.started,proposed_split.started,p_port_9.started,p_port_9.stopped,proposed_split.stopped,accept_reject.started,p_port_15.started,p_port_15.stopped,accept_reject.stopped,p_port_10.started,player_image_offer.stopped,player_name_offer.stopped,arrow_instructions.started,offer_choice.started,p_port_11.started,p_port_11.stopped,offer_choice.keys,offer_choice.rt,Instructions_Affinity_Score.started,p_port_12.started,p_port_12.stopped,Instructions_Affinity_Score.stopped,Emotion_Image.started,AffinityScore.started,p_port_13.started,p_port_13.stopped,AffinityScore.response,AffinityScore.rt,Instruction.started,Moral_Disgust_Score.started,p_port_14.started,p_port_14.stopped,Moral_Disgust_Score.response,Moral_Disgust_Score.rt,p_port_6.stopped,player_image_intro.stopped,player_name_intro.stopped,p_port_8.stopped,p_port_10.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,13.396695368969812,0.001042699906975031,0.11533339973539114,13.711262899916619,13.977913970174267,14.294573400169611,14.561432269914075,15.177972069988027,15.494602600112557,15.494602600112557,0.0006732996553182602,0.09895379981026053,30.494677300099283,15.032447099685669,30.611253600101918,0.015708299819380045,0.11567149963229895,31.077885299921036,space,1.3992141000926495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3266,Moral,2025-02-24_10h27.55.533,MoralCondition_v2,2022.2.5,30.001965126215786,
12,0,12,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,651.8762969002128,651.8762969002128,0.007338800001889467,0.09777029976248741,3.0,1.624992599710822,,,,,,,,,,,,3266,Moral,2025-02-24_10h27.55.533,MoralCondition_v2,2022.2.5,30.001965126215786,
12,0,12,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,653.5430025001988,653.5430025001988,0.007288599852472544,0.09807779965922236,3.0,1.2248925999738276,,,,,,,,,,,,3266,Moral,2025-02-24_10h27.55.533,MoralCondition_v2,2022.2.5,30.001965126215786,
12,0,12,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,654.8264407999814,654.8264407999814,0.008814000058919191,0.11399800004437566,5.0,1.1728313998319209,,,,,,,,,,,,3266,Moral,2025-02-24_10h27.55.533,MoralCondition_v2,2022.2.5,30.001965126215786,
12,0,12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,656.0263148001395,656.0263148001395,0.0006856000982224941,0.0990377003327012,4.0,1.432842300273478,,,,,,3266,Moral,2025-02-24_10h27.55.533,MoralCondition_v2,2022.2.5,30.001965126215786,
13,0,13,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,657.4930477002636,0.0004539000801742077,0.09723989991471171,663.4930100999773,6.030503500252962,663.6930451001972,663.6930451001972,0.08458050014451146,0.19745829980820417,6.03052410017699,669.7931490000337,669.7931490000337,669.7931490000337,0.08519329968839884,0.19733279990032315,675.493072300218,675.6929756002501,6.030480300076306,6.130521799903363,681.6929712998681,12.030472999904305,681.7763124001212,681.7763124001212,681.7927958001383,681.7927958001383,0.01394839957356453,0.09678549971431494,up,0.619393200147897,682.4762920001522,4.91999089717865e-05,0.0979071999900043,688.4928453001194,688.4928453001194,688.4928453001194,0.012239699717611074,0.11463900003582239,3.0,1.7032373999245465,,,,,,,,669.6931818998419,669.6931818998419,,,3266,Moral,2025-02-24_10h27.55.533,MoralCondition_v2,2022.2.5,30.001965126215786,
13,0,13,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,690.2428680001758,690.2428680001758,0.010284800082445145,0.11393840005621314,3.0,0.9048460000194609,,,,,,,,,,,,3266,Moral,2025-02-24_10h27.55.533,MoralCondition_v2,2022.2.5,30.001965126215786,
13,0,13,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,691.192987699993,691.192987699993,0.007712800055742264,0.11461410019546747,3.0,0.8742031999863684,,,,,,,,,,,,3266,Moral,2025-02-24_10h27.55.533,MoralCondition_v2,2022.2.5,30.001965126215786,
13,0,13,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,692.0927400002256,692.0927400002256,0.007909300271421671,0.09775790013372898,4.0,1.3909796001389623,,,,,,,,,,,,3266,Moral,2025-02-24_10h27.55.533,MoralCondition_v2,2022.2.5,30.001965126215786,
13,0,13,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,693.5262067001313,693.5262067001313,0.008607700001448393,0.0974809997715056,3.0,0.856929300352931,,,,,,,,,,,,3266,Moral,2025-02-24_10h27.55.533,MoralCondition_v2,2022.2.5,30.001965126215786,
13,0,13,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,694.4262471999973,694.4262471999973,0.006647899746894836,0.09920729976147413,3.0,0.8934581000357866,,,,,,,,,,,,3266,Moral,2025-02-24_10h27.55.533,MoralCondition_v2,2022.2.5,30.001965126215786,
13,0,13,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,695.3596083000302,695.3596083000302,0.007606999948620796,0.09927969984710217,5.0,1.0261854999698699,,,,,,,,,,,,3266,Moral,2025-02-24_10h27.55.533,MoralCondition_v2,2022.2.5,30.001965126215786,
13,0,13,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,696.4263948001899,696.4263948001899,0.0012572999112308025,0.09820879995822906,4.0,0.9648934002034366,,,,,,3266,Moral,2025-02-24_10h27.55.533,MoralCondition_v2,2022.2.5,30.001965126215786,
14,0,14,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,697.4264006000012,0.00013640010729432106,0.09917569998651743,703.4429234000854,6.015853800345212,703.6262087998912,703.6262087998912,0.09546079998835921,0.19918170012533665,5.999134799931198,709.6928734001704,709.6928734001704,709.6928734001704,0.057049599941819906,0.16590429982170463,715.3930576001294,715.5928739001974,5.999156599864364,6.099096899852157,721.5928199002519,11.99909309996292,721.6927840998396,721.6927840998396,721.7261034999974,721.7261034999974,-7.490022107958794e-05,0.09906050004065037,up,0.6860444000922143,722.4596637999639,3.429967910051346e-05,0.09794980008155107,,728.475926999934,728.475926999934,0.024763699620962143,0.11479139979928732,5.0,1.8908119997940958,,,,,,,,709.6928734001704,709.6928734001704,6.099119300022721,12.099119199905545,3266,Moral,2025-02-24_10h27.55.533,MoralCondition_v2,2022.2.5,30.001965126215786,
14,0,14,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,730.4265498998575,730.4265498998575,0.00810740003362298,0.11444720020517707,3.0,1.4405797999352217,,,,,,,,,,,,3266,Moral,2025-02-24_10h27.55.533,MoralCondition_v2,2022.2.5,30.001965126215786,
14,0,14,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,731.892690199893,731.892690199893,0.006586899980902672,0.0991945001296699,3.0,0.8270276002585888,,,,,,,,,,,,3266,Moral,2025-02-24_10h27.55.533,MoralCondition_v2,2022.2.5,30.001965126215786,
14,0,14,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,732.7763824001886,732.7763824001886,0.008404099848121405,0.11463999981060624,3.0,0.9739477997645736,,,,,,,,,,,,3266,Moral,2025-02-24_10h27.55.533,MoralCondition_v2,2022.2.5,30.001965126215786,
14,0,14,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,733.7760874000378,733.7760874000378,0.007823199965059757,0.09755340032279491,3.0,1.4914485001936555,,,,,,,,,,,,3266,Moral,2025-02-24_10h27.55.533,MoralCondition_v2,2022.2.5,30.001965126215786,
14,0,14,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,735.3093555001542,735.3093555001542,0.00839129975065589,0.09799129981547594,4.0,1.0906229997053742,,,,,,,,,,,,3266,Moral,2025-02-24_10h27.55.533,MoralCondition_v2,2022.2.5,30.001965126215786,
14,0,14,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,736.4596535000019,736.4596535000019,0.008008900098502636,0.11473420029506087,3.0,1.2409129999578,,,,,,,,,,,,3266,Moral,2025-02-24_10h27.55.533,MoralCondition_v2,2022.2.5,30.001965126215786,
14,0,14,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,737.725954500027,737.725954500027,0.0019543003290891647,0.0979384002275765,4.0,1.0973388999700546,,,,,,3266,Moral,2025-02-24_10h27.55.533,MoralCondition_v2,2022.2.5,30.001965126215786,
15,0,15,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,738.8594479998574,0.0005252999253571033,0.0993232000619173,744.8594237999059,5.999213799834251,745.0260021002032,745.0260021002032,0.05667519988492131,0.16611320013180375,5.999244300182909,751.1258964999579,751.1258964999579,751.1258964999579,0.05937050003558397,0.16616360004991293,756.8260027999058,757.0262325000949,5.999476300086826,6.099306399933994,763.0259569999762,11.999183400068432,763.1260031000711,763.1260031000711,763.1593212001026,763.1593212001026,7.119961082935333e-05,0.09915709961205721,up,0.8049265998415649,764.02597409999,4.5800115913152695e-05,0.0980631997808814,770.0427711000666,770.0427711000666,770.0427711000666,0.00817849999293685,0.11466579977422953,3.0,1.6076496001332998,,,,,,,6.0991086000576615,751.026148899924,751.026148899924,6.09937179973349,12.099237299989909,3266,Moral,2025-02-24_10h27.55.533,MoralCondition_v2,2022.2.5,30.001965126215786,
15,0,15,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,771.6760304998606,771.6760304998606,0.006744399666786194,0.09910839982330799,3.0,0.8932757000438869,,,,,,,,,,,,3266,Moral,2025-02-24_10h27.55.533,MoralCondition_v2,2022.2.5,30.001965126215786,
15,0,15,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,772.6091761002317,772.6091761002317,0.006844500079751015,0.09922820003703237,5.0,1.4266800000332296,,,,,,,,,,,,3266,Moral,2025-02-24_10h27.55.533,MoralCondition_v2,2022.2.5,30.001965126215786,
15,0,15,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,774.0759836002253,774.0759836002253,0.006676999852061272,0.09925010008737445,4.0,1.2273237998597324,,,,,,,,,,,,3266,Moral,2025-02-24_10h27.55.533,MoralCondition_v2,2022.2.5,30.001965126215786,
15,0,15,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,775.3423357000574,775.3423357000574,0.008218199945986271,0.09744200017303228,3.0,0.790234100073576,,,,,,,,,,,,3266,Moral,2025-02-24_10h27.55.533,MoralCondition_v2,2022.2.5,30.001965126215786,
15,0,15,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,776.176042099949,776.176042099949,0.00758610013872385,0.098029600456357,3.0,1.3912129998207092,,,,,,,,,,,,3266,Moral,2025-02-24_10h27.55.533,MoralCondition_v2,2022.2.5,30.001965126215786,
15,0,15,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,777.6092623001896,777.6092623001896,0.006531900260597467,0.09911630023270845,3.0,0.7605069996789098,,,,,,,,,,,,3266,Moral,2025-02-24_10h27.55.533,MoralCondition_v2,2022.2.5,30.001965126215786,
15,0,15,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,778.4094676999375,778.4094676999375,0.0006889002397656441,0.09901480004191399,4.0,0.9996517999097705,,,,,,3266,Moral,2025-02-24_10h27.55.533,MoralCondition_v2,2022.2.5,30.001965126215786,
16,0,16,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,779.4425282999873,0.00026430003345012665,0.09829569980502129,785.4592165001668,6.014880199916661,785.6260657999665,785.6260657999665,0.08044549962505698,0.18169839959591627,6.014930899720639,791.7259096000344,791.7259096000344,791.7259096000344,0.07745499955490232,0.18145149946212769,797.4258436001837,797.6258431002498,6.014880399685353,6.114641299471259,803.6258030002937,12.014860599767417,803.708902399987,803.708902399987,803.7591482000425,803.7591482000425,0.014752999413758516,0.11477649956941605,up,0.7330393004231155,804.5258097001351,6.489967927336693e-05,0.09741609962657094,810.5423900000751,810.5423900000751,810.5423900000751,0.00832279957830906,0.11403819965198636,4.0,1.3066984000615776,,,,,,,,791.6258327001706,791.6258327001706,,,3266,Moral,2025-02-24_10h27.55.533,MoralCondition_v2,2022.2.5,30.001965126215786,
16,0,16,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,811.8923702999018,811.8923702999018,0.0075945002026855946,0.11398090003058314,5.0,1.2406188999302685,,,,,,,,,,,,3266,Moral,2025-02-24_10h27.55.533,MoralCondition_v2,2022.2.5,30.001965126215786,
16,0,16,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,813.1757776001468,813.1757776001468,0.007783100008964539,0.11378209991380572,3.0,2.407172800041735,,,,,,,,,,,,3266,Moral,2025-02-24_10h27.55.533,MoralCondition_v2,2022.2.5,30.001965126215786,
16,0,16,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,815.6091821002774,815.6091821002774,0.006653900258243084,0.09909339994192123,3.0,1.159999500028789,,,,,,,,,,,,3266,Moral,2025-02-24_10h27.55.533,MoralCondition_v2,2022.2.5,30.001965126215786,
16,0,16,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,816.8091691001318,816.8091691001318,0.007230999879539013,0.09766920004040003,3.0,1.1255168998613954,,,,,,,,,,,,3266,Moral,2025-02-24_10h27.55.533,MoralCondition_v2,2022.2.5,30.001965126215786,
16,0,16,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,817.9757554000244,817.9757554000244,0.0073645999655127525,0.09819249995052814,3.0,1.991795999929309,,,,,,,,,,,,3266,Moral,2025-02-24_10h27.55.533,MoralCondition_v2,2022.2.5,30.001965126215786,
16,0,16,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,820.0089489002712,820.0089489002712,0.007045399863272905,0.09912500018253922,3.0,0.7929803999140859,,,,,,,,,,,,3266,Moral,2025-02-24_10h27.55.533,MoralCondition_v2,2022.2.5,30.001965126215786,
16,0,16,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,820.8423542999662,820.8423542999662,0.0013667000457644463,0.09784770011901855,4.0,1.0308914999477565,,,,,,3266,Moral,2025-02-24_10h27.55.533,MoralCondition_v2,2022.2.5,30.001965126215786,
17,0,17,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,821.9092875998467,0.00023980019614100456,0.09791690018028021,827.9091679998673,6.031348700169474,828.12579810014,828.12579810014,0.10654389997944236,0.21467720018699765,6.014494999777526,834.1922324001789,834.1922324001789,834.1922324001789,0.07737670000642538,0.1814279998652637,839.8923308001831,840.0922989002429,6.014465000014752,6.114356799982488,846.0923097999766,12.01447629975155,846.1924540000036,846.1924540000036,846.2258271998726,846.2258271998726,0.014777899719774723,0.11455089971423149,up,0.714240999892354,846.9923093998805,4.319986328482628e-05,0.09773300029337406,,853.0091257002205,853.0091257002205,0.024146600160747766,0.1142365001142025,3.0,1.7248716996982694,,,,,,,,,,,,3266,Moral,2025-02-24_10h27.55.533,MoralCondition_v2,2022.2.5,30.001965126215786,
17,0,17,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,854.7756305001676,854.7756305001676,0.006970900110900402,0.09922780003398657,3.0,0.7265611998736858,,,,,,,,,,,,3266,Moral,2025-02-24_10h27.55.533,MoralCondition_v2,2022.2.5,30.001965126215786,
17,0,17,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,855.542155300267,855.542155300267,0.0065864999778568745,0.09926539985463023,5.0,1.193523499649018,,,,,,,,,,,,3266,Moral,2025-02-24_10h27.55.533,MoralCondition_v2,2022.2.5,30.001965126215786,
17,0,17,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,856.7754253000021,856.7754253000021,0.006704799830913544,0.09913130011409521,3.0,0.893536000046879,,,,,,,,,,,,3266,Moral,2025-02-24_10h27.55.533,MoralCondition_v2,2022.2.5,30.001965126215786,
17,0,17,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,857.7086529000662,857.7086529000662,0.007436600048094988,0.09780459990724921,4.0,0.9581285999156535,,,,,,,,,,,,3266,Moral,2025-02-24_10h27.55.533,MoralCondition_v2,2022.2.5,30.001965126215786,
17,0,17,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,858.70870630024,858.70870630024,0.006921200081706047,0.09931250009685755,3.0,0.6601836998015642,,,,,,,,,,,,3266,Moral,2025-02-24_10h27.55.533,MoralCondition_v2,2022.2.5,30.001965126215786,
17,0,17,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,859.4088583998382,859.4088583998382,0.007207899820059538,0.09808749984949827,3.0,1.025148999877274,,,,,,,,,,,,3266,Moral,2025-02-24_10h27.55.533,MoralCondition_v2,2022.2.5,30.001965126215786,
17,0,17,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,860.4755261000246,860.4755261000246,0.0018655001185834408,0.09751810040324926,4.0,0.8301956001669168,,,,,,3266,Moral,2025-02-24_10h27.55.533,MoralCondition_v2,2022.2.5,30.001965126215786,
18,0,18,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,861.3422719999216,0.00032540038228034973,0.09730370016768575,867.3588680000976,6.013825600035489,867.5254684002139,867.5254684002139,0.07537040021270514,0.1808504001237452,6.013790700118989,873.6254282002337,873.6254282002337,873.6254282002337,0.06801739986985922,0.18046380020678043,879.3256473001093,879.5255165002309,6.013823700137436,6.113797000143677,885.5259774001315,12.014336199965328,885.6255860999227,885.6255860999227,885.6587944999337,885.6587944999337,0.014067799784243107,0.11374970013275743,up,0.9773214999586344,886.6754421000369,3.42000275850296e-05,0.09809709992259741,892.6753793000244,892.6753793000244,892.6753793000244,0.006424600258469582,0.09792330022901297,3.0,1.4258460998535156,,,,,,,,873.5255531002767,873.5255531002767,,,3266,Moral,2025-02-24_10h27.55.533,MoralCondition_v2,2022.2.5,30.001965126215786,
18,0,18,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,894.1421195999719,894.1421195999719,0.008103299885988235,0.09713969985023141,4.0,1.4232985000126064,,,,,,,,,,,,3266,Moral,2025-02-24_10h27.55.533,MoralCondition_v2,2022.2.5,30.001965126215786,
18,0,18,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,895.6088674999774,895.6088674999774,0.008072899654507637,0.09957579988986254,3.0,0.9257992003113031,,,,,,,,,,,,3266,Moral,2025-02-24_10h27.55.533,MoralCondition_v2,2022.2.5,30.001965126215786,
18,0,18,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,896.5754824001342,896.5754824001342,0.006518200039863586,0.09911999991163611,5.0,1.1271786000579596,,,,,,,,,,,,3266,Moral,2025-02-24_10h27.55.533,MoralCondition_v2,2022.2.5,30.001965126215786,
18,0,18,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,897.758670500014,897.758670500014,0.009349300060421228,0.11428530002012849,3.0,0.6395267001353204,,,,,,,,,,,,3266,Moral,2025-02-24_10h27.55.533,MoralCondition_v2,2022.2.5,30.001965126215786,
18,0,18,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,898.4421471999958,898.4421471999958,0.00855429982766509,0.11601450014859438,3.0,0.8082592999562621,,,,,,,,,,,,3266,Moral,2025-02-24_10h27.55.533,MoralCondition_v2,2022.2.5,30.001965126215786,
18,0,18,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,899.2753240000457,899.2753240000457,0.00669379997998476,0.09858009964227676,3.0,0.792531699873507,,,,,,,,,,,,3266,Moral,2025-02-24_10h27.55.533,MoralCondition_v2,2022.2.5,30.001965126215786,
18,0,18,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,900.1088759000413,900.1088759000413,0.0006992998532950878,0.09941209992393851,4.0,0.799675100017339,,,,,,3266,Moral,2025-02-24_10h27.55.533,MoralCondition_v2,2022.2.5,30.001965126215786,
19,0,19,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,900.9422184000723,0.00013520009815692902,0.09919389989227057,906.9252339000814,5.999157600104809,907.1091137002222,907.1091137002222,0.06603979971259832,0.16606869967654347,5.99926899978891,913.2086253999732,913.2086253999732,913.2086253999732,0.06364299962297082,0.16598799964413047,918.9086910001934,919.1086921999231,5.99914739979431,6.099083999637514,925.1086642001756,11.999110499862581,925.2086529000662,925.2086529000662,925.2419737000018,925.2419737000018,-1.2200325727462769e-05,0.09909989964216948,up,0.8021042998880148,926.1086701001041,4.610000178217888e-05,0.09784019971266389,932.1251170001924,932.1251170001924,932.1251170001924,0.008659299928694963,0.11436769971624017,3.0,2.0734144002199173,,,,,,,6.099209699779749,913.1087195998989,913.1087195998989,6.099196699913591,12.099105099681765,3266,Moral,2025-02-24_10h27.55.533,MoralCondition_v2,2022.2.5,30.001965126215786,
19,0,19,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,934.2251841002144,934.2251841002144,0.008130700327455997,0.09794710017740726,4.0,1.1241601998917758,,,,,,,,,,,,3266,Moral,2025-02-24_10h27.55.533,MoralCondition_v2,2022.2.5,30.001965126215786,
19,0,19,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,935.3918971000239,935.3918971000239,0.007397699635475874,0.09753179969266057,3.0,0.8244802001863718,,,,,,,,,,,,3266,Moral,2025-02-24_10h27.55.533,MoralCondition_v2,2022.2.5,30.001965126215786,
19,0,19,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,936.2585916998796,936.2585916998796,0.006994100287556648,0.09940729988738894,3.0,0.7934980997815728,,,,,,,,,,,,3266,Moral,2025-02-24_10h27.55.533,MoralCondition_v2,2022.2.5,30.001965126215786,
19,0,19,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,937.0918880999088,937.0918880999088,0.007694799918681383,0.09801150020211935,5.0,1.3578834999352694,,,,,,,,,,,,3266,Moral,2025-02-24_10h27.55.533,MoralCondition_v2,2022.2.5,30.001965126215786,
19,0,19,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,938.5088122999296,938.5088122999296,0.0075297001749277115,0.11411819979548454,3.0,0.8417171002365649,,,,,,,,,,,,3266,Moral,2025-02-24_10h27.55.533,MoralCondition_v2,2022.2.5,30.001965126215786,
19,0,19,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,939.3753027999774,939.3753027999774,0.00793480034917593,0.09813600033521652,3.0,0.8912183004431427,,,,,,,,,,,,3266,Moral,2025-02-24_10h27.55.533,MoralCondition_v2,2022.2.5,30.001965126215786,
19,0,19,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,940.3085684999824,940.3085684999824,0.0006981003098189831,0.09933260036632419,4.0,0.8335151001811028,,,,,,3266,Moral,2025-02-24_10h27.55.533,MoralCondition_v2,2022.2.5,30.001965126215786,
