loop.thisRepN,loop.thisTrialN,loop.thisN,loop.thisIndex,evaluate_all_emotions.thisRepN,evaluate_all_emotions.thisTrialN,evaluate_all_emotions.thisN,evaluate_all_emotions.thisIndex,sync_beep_1.started,p_port.started,p_port.stopped,sync_beep_2.started,sync_beep_3.started,sync_beep_3.stopped,sync_beep_4.started,sync_beep_4.stopped,baseline.started,p_port_2.started,p_port_2.stopped,baseline.stopped,p_port_3.started,Game_Start_Text.started,p_port_4.started,p_port_4.stopped,key_resp.started,key_resp.keys,key_resp.rt,fixation_cross.started,p_port_5.started,p_port_5.stopped,fixation_cross.stopped,p_port_6.started,player_image_intro.started,player_name_intro.started,p_port_7.started,p_port_7.stopped,p_port_8.started,player_image_offer.started,player_name_offer.started,proposed_split.started,p_port_9.started,p_port_9.stopped,proposed_split.stopped,accept_reject.started,p_port_15.started,p_port_15.stopped,accept_reject.stopped,p_port_10.started,arrow_instructions.started,offer_choice.started,p_port_11.started,p_port_11.stopped,offer_choice.keys,offer_choice.rt,Instructions_Affinity_Score.started,p_port_12.started,p_port_12.stopped,Emotion_Image.started,AffinityScore.started,p_port_13.started,p_port_13.stopped,AffinityScore.response,AffinityScore.rt,Instruction.started,Moral_Disgust_Score.started,p_port_14.started,p_port_14.stopped,Moral_Disgust_Score.response,Moral_Disgust_Score.rt,player_image_intro.stopped,player_name_intro.stopped,player_image_offer.stopped,player_name_offer.stopped,p_port_6.stopped,Instructions_Affinity_Score.stopped,p_port_8.stopped,p_port_10.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,15.390081846714018,0.0007764995098114014,0.11737019941210747,15.987801649048924,16.587860448658468,16.887840200215578,17.187851949036123,17.50457390025258,17.50457390025258,0.017585398629307747,0.11754489876329899,32.50433939881623,15.000581700354815,32.62131579965353,0.0011030007153749466,0.10082560032606125,33.07099529914558,space,1.2579705007374287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5010,Moral,2024-07-08_19h33.09.540,MoralCondition_v2,2022.2.5,29.993461473378428,
13,0,13,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,750.2523375991732,0.00016349926590919495,0.0992421992123127,756.2520821001381,5.999235399067402,756.4186145998538,756.4186145998538,0.05483599938452244,0.16578779928386211,5.999117199331522,762.5186377000064,762.5186377000064,762.5186377000064,0.0536964014172554,0.16601609997451305,768.2186723984778,768.4186805002391,5.999150199815631,6.0990957003086805,774.4186391998082,11.99910300038755,774.5351141002029,774.5351141002029,-0.0007446985691785812,0.0823655016720295,up,0.7938727997243404,775.3686475995928,3.9400532841682434e-05,0.09791480004787445,781.4022727999836,781.4022727999836,0.02572759985923767,0.13134519942104816,2.0,2.573200000450015,,,,,,,762.418767798692,762.418767798692,774.518457999453,774.518457999453,6.0991805996745825,,6.099308600649238,12.098871599882841,5010,Moral,2024-07-08_19h33.09.540,MoralCondition_v2,2022.2.5,29.993461473378428,
13,0,13,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,784.0020041000098,784.0020041000098,0.006580900400876999,0.09924480132758617,3.0,2.9935077000409365,,,,,,,,,,,,,,,5010,Moral,2024-07-08_19h33.09.540,MoralCondition_v2,2022.2.5,29.993461473378428,
13,0,13,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,787.0352344997227,787.0352344997227,0.006947198882699013,0.09924150072038174,6.0,1.5601452998816967,,,,,,,,,,,,,,,5010,Moral,2024-07-08_19h33.09.540,MoralCondition_v2,2022.2.5,29.993461473378428,
13,0,13,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,788.6352749001235,788.6352749001235,0.007378200069069862,0.09775389917194843,3.0,4.158828299492598,,,,,,,,,,,,,,,5010,Moral,2024-07-08_19h33.09.540,MoralCondition_v2,2022.2.5,29.993461473378428,
13,0,13,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,792.8355872984976,792.8355872984976,0.008094199001789093,0.09748129919171333,4.0,1.7233729008585215,,,,,,,,,,,,,,,5010,Moral,2024-07-08_19h33.09.540,MoralCondition_v2,2022.2.5,29.993461473378428,
13,0,13,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,794.6019482985139,794.6019482985139,0.008624400943517685,0.09842950105667114,2.0,2.390803201124072,,,,,,,,,,,,,,,5010,Moral,2024-07-08_19h33.09.540,MoralCondition_v2,2022.2.5,29.993461473378428,
13,0,13,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,797.0355362985283,797.0355362985283,0.007916798815131187,0.09779499843716621,3.0,1.4909041989594698,,,,,,,,,,,,,,,5010,Moral,2024-07-08_19h33.09.540,MoralCondition_v2,2022.2.5,29.993461473378428,
13,0,13,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,798.5686497986317,798.5686497986317,0.001240300014615059,0.09807929955422878,5.0,2.2644807007163763,,,,,,,,,5010,Moral,2024-07-08_19h33.09.540,MoralCondition_v2,2022.2.5,29.993461473378428,
14,0,14,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,800.8685178998858,0.00044579990208148956,0.0972668007016182,806.8684832993895,6.0304126013070345,807.051688298583,807.051688298583,0.0810978002846241,0.18049440160393715,6.013746101409197,813.151961999014,813.151961999014,813.151961999014,0.07214540243148804,0.18038290180265903,818.8519092984498,819.0517537984997,6.013758402317762,6.1136413011699915,825.0517592988908,12.013775801286101,825.1850680988282,825.1850680988282,0.013850502669811249,0.11365790106356144,up,1.1119108013808727,826.3350942991674,2.609938383102417e-05,0.09861250035464764,832.3685876987875,832.3685876987875,0.02774669975042343,0.13194929994642735,3.0,2.338732099160552,,,,,,,813.0350062996149,813.0350062996149,825.1517587993294,825.1517587993294,,,,,5010,Moral,2024-07-08_19h33.09.540,MoralCondition_v2,2022.2.5,29.993461473378428,
14,0,14,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,834.735029399395,834.735029399395,0.0065011996775865555,0.09924950078129768,5.0,1.427063899114728,,,,,,,,,,,,,,,5010,Moral,2024-07-08_19h33.09.540,MoralCondition_v2,2022.2.5,29.993461473378428,
14,0,14,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,836.2018601000309,836.2018601000309,0.007626699283719063,0.09805099852383137,2.0,1.9576984997838736,,,,,,,,,,,,,,,5010,Moral,2024-07-08_19h33.09.540,MoralCondition_v2,2022.2.5,29.993461473378428,
14,0,14,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,838.201614798978,838.201614798978,0.007536100223660469,0.09737680107355118,3.0,4.357614099979401,,,,,,,,,,,,,,,5010,Moral,2024-07-08_19h33.09.540,MoralCondition_v2,2022.2.5,29.993461473378428,
14,0,14,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,842.6016287989914,842.6016287989914,0.006963901221752167,0.09817360155284405,4.0,1.8254141006618738,,,,,,,,,,,,,,,5010,Moral,2024-07-08_19h33.09.540,MoralCondition_v2,2022.2.5,29.993461473378428,
14,0,14,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,844.468394799158,844.468394799158,0.007775600999593735,0.09851109981536865,6.0,2.024729199707508,,,,,,,,,,,,,,,5010,Moral,2024-07-08_19h33.09.540,MoralCondition_v2,2022.2.5,29.993461473378428,
14,0,14,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,846.5350796002895,846.5350796002895,0.007205899804830551,0.09830199927091599,3.0,2.025518700480461,,,,,,,,,,,,,,,5010,Moral,2024-07-08_19h33.09.540,MoralCondition_v2,2022.2.5,29.993461473378428,
14,0,14,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,848.6018914990127,848.6018914990127,0.0022569000720977783,0.0976794995367527,4.0,3.8298704996705055,,,,,,,,,5010,Moral,2024-07-08_19h33.09.540,MoralCondition_v2,2022.2.5,29.993461473378428,
15,0,15,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,852.4684906993061,0.00047159940004348755,0.09675329923629761,858.4849513992667,6.013357600197196,858.6515893992037,858.6515893992037,0.06863250024616718,0.18021059967577457,6.013359500095248,864.7349344994873,864.7349344994873,864.7349344994873,0.06394349969923496,0.16332809999585152,870.4347600992769,870.6682893000543,6.030080700293183,6.129978200420737,876.6682554986328,12.030064299702644,876.8015659991652,876.8015659991652,0.03025970049202442,0.12992800027132034,up,0.7114826999604702,877.5515227988362,3.780052065849304e-05,0.09802679903805256,883.5520764999092,883.5520764999092,0.009001700207591057,0.0979680996388197,2.0,2.1898145992308855,,,,,,,864.6516439989209,864.6516439989209,876.7349640000612,876.7349640000612,,883.5520764999092,,,5010,Moral,2024-07-08_19h33.09.540,MoralCondition_v2,2022.2.5,29.993461473378428,
15,0,15,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,885.7848556991667,885.7848556991667,0.007623899728059769,0.09742660075426102,3.0,1.6243072990328074,,,,,,,,,,,,,,,5010,Moral,2024-07-08_19h33.09.540,MoralCondition_v2,2022.2.5,29.993461473378428,
15,0,15,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,887.4514929000288,887.4514929000288,0.00733950175344944,0.09798300080001354,3.0,1.4915194995701313,,,,,,,,,,,,,,,5010,Moral,2024-07-08_19h33.09.540,MoralCondition_v2,2022.2.5,29.993461473378428,
15,0,15,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,889.0015354994684,889.0015354994684,0.007839199155569077,0.1142135988920927,6.0,2.540752299129963,,,,,,,,,,,,,,,5010,Moral,2024-07-08_19h33.09.540,MoralCondition_v2,2022.2.5,29.993461473378428,
15,0,15,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,891.5684299990535,891.5684299990535,0.007858499884605408,0.09754239954054356,3.0,1.4256414007395506,,,,,,,,,,,,,,,5010,Moral,2024-07-08_19h33.09.540,MoralCondition_v2,2022.2.5,29.993461473378428,
15,0,15,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,893.0348172001541,893.0348172001541,0.007405200973153114,0.09838810004293919,3.0,1.6252992991358042,,,,,,,,,,,,,,,5010,Moral,2024-07-08_19h33.09.540,MoralCondition_v2,2022.2.5,29.993461473378428,
15,0,15,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,894.718176599592,894.718176599592,0.007838400080800056,0.1143191996961832,6.0,1.974279299378395,,,,,,,,,,,,,,,5010,Moral,2024-07-08_19h33.09.540,MoralCondition_v2,2022.2.5,29.993461473378428,
15,0,15,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,896.7179163992405,896.7179163992405,0.0013085007667541504,0.09740030020475388,5.0,2.897341201081872,,,,,,,,,5010,Moral,2024-07-08_19h33.09.540,MoralCondition_v2,2022.2.5,29.993461473378428,
16,0,16,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,899.6517415996641,0.00013559870421886444,0.09923839941620827,905.6680821999907,6.015798998996615,905.8350213002414,905.8350213002414,0.07295659929513931,0.18269789963960648,6.015786599367857,911.9349445998669,911.9349445998669,911.9349445998669,0.07112540118396282,0.18249280005693436,917.6348116993904,917.8346601985395,6.015769001096487,6.115608399733901,923.8347575999796,12.015869200229645,923.9679950997233,923.9679950997233,0.015870200470089912,0.11574950069189072,up,0.7121715005487204,924.7347081992775,4.900060594081879e-05,0.09792519919574261,930.7513318993151,930.7513318993151,0.02263299934566021,0.11445700004696846,5.0,2.5595656000077724,,,,,,,911.8348779994994,911.8348779994994,923.9346322994679,923.9346322994679,,,,,5010,Moral,2024-07-08_19h33.09.540,MoralCondition_v2,2022.2.5,29.993461473378428,
16,0,16,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,933.3681965991855,933.3681965991855,0.007481500506401062,0.11379959993064404,3.0,2.0072163995355368,,,,,,,,,,,,,,,5010,Moral,2024-07-08_19h33.09.540,MoralCondition_v2,2022.2.5,29.993461473378428,
16,0,16,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,935.4182291999459,935.4182291999459,0.009175101295113564,0.1141814012080431,2.0,2.7392025999724865,,,,,,,,,,,,,,,5010,Moral,2024-07-08_19h33.09.540,MoralCondition_v2,2022.2.5,29.993461473378428,
16,0,16,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,938.201584899798,938.201584899798,0.007709799334406853,0.11428230069577694,6.0,1.6095628999173641,,,,,,,,,,,,,,,5010,Moral,2024-07-08_19h33.09.540,MoralCondition_v2,2022.2.5,29.993461473378428,
16,0,16,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,939.8346202988178,939.8346202988178,0.007438700646162033,0.09790370054543018,3.0,2.191668100655079,,,,,,,,,,,,,,,5010,Moral,2024-07-08_19h33.09.540,MoralCondition_v2,2022.2.5,29.993461473378428,
16,0,16,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,942.0848145000637,942.0848145000637,0.007508700713515282,0.11474760062992573,5.0,1.6080546993762255,,,,,,,,,,,,,,,5010,Moral,2024-07-08_19h33.09.540,MoralCondition_v2,2022.2.5,29.993461473378428,
16,0,16,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,943.7180201001465,943.7180201001465,0.007480200380086899,0.09755409881472588,3.0,2.057721199467778,,,,,,,,,,,,,,,5010,Moral,2024-07-08_19h33.09.540,MoralCondition_v2,2022.2.5,29.993461473378428,
16,0,16,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,945.8180773984641,945.8180773984641,0.0019372999668121338,0.09714609943330288,5.0,2.696424400433898,,,,,,,,,5010,Moral,2024-07-08_19h33.09.540,MoralCondition_v2,2022.2.5,29.993461473378428,
17,0,17,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,948.5514938998967,0.00013330020010471344,0.09914910048246384,954.5511620994657,5.9990103002637625,954.7179041001946,954.7179041001946,0.05895310081541538,0.16596540063619614,5.999253300949931,960.8179882001132,960.8179882001132,960.8179882001132,0.05747700110077858,0.16584479995071888,966.5179675985128,966.7511347997934,6.0323581006377935,6.132301200181246,972.751249499619,12.032461600378156,972.8844702988863,972.8844702988863,0.03241890110075474,0.13234880194067955,up,0.684238201007247,973.6178941987455,4.779919981956482e-05,0.09800760075449944,979.6342567000538,979.6342567000538,0.024681800976395607,0.11460320092737675,5.0,1.5242822989821434,,,,,,,960.7180941998959,960.7180941998959,972.817776998505,972.817776998505,6.099042899906635,,6.099335800856352,,5010,Moral,2024-07-08_19h33.09.540,MoralCondition_v2,2022.2.5,29.993461473378428,
17,0,17,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,981.2013075985014,981.2013075985014,0.007870901376008987,0.09785940125584602,3.0,1.5243283994495869,,,,,,,,,,,,,,,5010,Moral,2024-07-08_19h33.09.540,MoralCondition_v2,2022.2.5,29.993461473378428,
17,0,17,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,982.7677040994167,982.7677040994167,0.00749409943819046,0.09749549999833107,3.0,1.0579423997551203,,,,,,,,,,,,,,,5010,Moral,2024-07-08_19h33.09.540,MoralCondition_v2,2022.2.5,29.993461473378428,
17,0,17,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,983.8845654986799,983.8845654986799,0.00791429914534092,0.11347739957273006,6.0,1.9733033999800682,,,,,,,,,,,,,,,5010,Moral,2024-07-08_19h33.09.540,MoralCondition_v2,2022.2.5,29.993461473378428,
17,0,17,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,985.8845348991454,985.8845348991454,0.007302500307559967,0.09815150126814842,4.0,3.0586057994514704,,,,,,,,,,,,,,,5010,Moral,2024-07-08_19h33.09.540,MoralCondition_v2,2022.2.5,29.993461473378428,
17,0,17,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,988.9845449998975,988.9845449998975,0.007638499140739441,0.09803729876875877,3.0,1.591261100023985,,,,,,,,,,,,,,,5010,Moral,2024-07-08_19h33.09.540,MoralCondition_v2,2022.2.5,29.993461473378428,
17,0,17,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,990.6177462991327,990.6177462991327,0.009092498570680618,0.09903649985790253,3.0,1.7908911984413862,,,,,,,,,,,,,,,5010,Moral,2024-07-08_19h33.09.540,MoralCondition_v2,2022.2.5,29.993461473378428,
17,0,17,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,992.451213799417,992.451213799417,0.0010752994567155838,0.09792730025947094,5.0,1.8982188999652863,,,,,,,,,5010,Moral,2024-07-08_19h33.09.540,MoralCondition_v2,2022.2.5,29.993461473378428,
18,0,18,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,994.3846546001732,0.0002590008080005646,0.09796090051531792,1000.38431779854,6.031374100595713,1000.5846891999245,1000.5846891999245,0.08470030128955841,0.19801090098917484,6.031272100284696,1006.6843598000705,1006.6843598000705,1006.6843598000705,0.08526700176298618,0.1982188019901514,1012.3842698987573,1012.5842536985874,6.031288601458073,6.1312538012862206,1018.5842512995005,12.031300501897931,1018.7175589986145,1018.7175589986145,0.03143570199608803,0.13119180127978325,down,0.9070110004395247,1019.6842582002282,4.490092396736145e-05,0.09776410087943077,1025.7012642994523,1025.7012642994523,0.009109601378440857,0.1147306002676487,6.0,2.2732443995773792,,,,,,,1006.5843179002404,1006.5843179002404,1018.6842590998858,1018.6842590998858,,1025.7012642994523,,,5010,Moral,2024-07-08_19h33.09.540,MoralCondition_v2,2022.2.5,29.993461473378428,
18,0,18,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1028.0008594989777,1028.0008594989777,0.007986299693584442,0.09760599955916405,3.0,1.8243991006165743,,,,,,,,,,,,,,,5010,Moral,2024-07-08_19h33.09.540,MoralCondition_v2,2022.2.5,29.993461473378428,
18,0,18,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1029.8675424996763,1029.8675424996763,0.006716500967741013,0.09819970093667507,5.0,2.2255387995392084,,,,,,,,,,,,,,,5010,Moral,2024-07-08_19h33.09.540,MoralCondition_v2,2022.2.5,29.993461473378428,
18,0,18,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1032.1341980993748,1032.1341980993748,0.0072310008108615875,0.09750830009579659,5.0,1.7582627013325691,,,,,,,,,,,,,,,5010,Moral,2024-07-08_19h33.09.540,MoralCondition_v2,2022.2.5,29.993461473378428,
18,0,18,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1033.9341166988015,1033.9341166988015,0.006525799632072449,0.09942639991641045,5.0,1.293689500540495,,,,,,,,,,,,,,,5010,Moral,2024-07-08_19h33.09.540,MoralCondition_v2,2022.2.5,29.993461473378428,
18,0,18,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1035.2676509991288,1035.2676509991288,0.007023101672530174,0.09945470094680786,4.0,2.7932796999812126,,,,,,,,,,,,,,,5010,Moral,2024-07-08_19h33.09.540,MoralCondition_v2,2022.2.5,29.993461473378428,
18,0,18,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1038.1008447986096,1038.1008447986096,0.006877299398183823,0.09921870008111,2.0,1.6601682994514704,,,,,,,,,,,,,,,5010,Moral,2024-07-08_19h33.09.540,MoralCondition_v2,2022.2.5,29.993461473378428,
18,0,18,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1039.8007931988686,1039.8007931988686,0.0016310997307300568,0.09721439890563488,2.0,2.4635340999811888,,,,,,,,,5010,Moral,2024-07-08_19h33.09.540,MoralCondition_v2,2022.2.5,29.993461473378428,
19,0,19,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,1042.3011108990759,0.00014579854905605316,0.09908449836075306,1048.301059499383,6.0154937990009785,1048.4675233997405,1048.4675233997405,0.052987899631261826,0.1658076997846365,5.999083299189806,1054.5675297994167,1054.5675297994167,1054.5675297994167,0.055918099358677864,0.16595380008220673,1060.267363898456,1060.50072529912,5.999039798974991,6.099195199087262,1066.500701699406,12.03238119930029,1066.6339918989688,1066.6339918989688,0.032554300501942635,0.13232590071856976,up,0.6304195001721382,1067.3006790000945,4.299916326999664e-05,0.09795339964330196,1073.3177926000208,1073.3177926000208,0.009366000071167946,0.11446730047464371,3.0,1.972876999527216,,,,,,,1054.467396600172,1054.467396600172,1066.567381599918,1066.567381599918,6.09918149933219,1073.3177926000208,6.099086798727512,,5010,Moral,2024-07-08_19h33.09.540,MoralCondition_v2,2022.2.5,29.993461473378428,
19,0,19,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1075.3343253992498,1075.3343253992498,0.00708409957587719,0.11396780051290989,5.0,1.3745623994618654,,,,,,,,,,,,,,,5010,Moral,2024-07-08_19h33.09.540,MoralCondition_v2,2022.2.5,29.993461473378428,
19,0,19,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1076.7338717989624,1076.7338717989624,0.008057400584220886,0.09772640094161034,5.0,3.4241706002503633,,,,,,,,,,,,,,,5010,Moral,2024-07-08_19h33.09.540,MoralCondition_v2,2022.2.5,29.993461473378428,
19,0,19,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1080.2005794998258,1080.2005794998258,0.007495300844311714,0.0979750007390976,6.0,1.8246765993535519,,,,,,,,,,,,,,,5010,Moral,2024-07-08_19h33.09.540,MoralCondition_v2,2022.2.5,29.993461473378428,
19,0,19,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1082.0671167001128,1082.0671167001128,0.007587000727653503,0.09753980115056038,5.0,2.1242811996489763,,,,,,,,,,,,,,,5010,Moral,2024-07-08_19h33.09.540,MoralCondition_v2,2022.2.5,29.993461473378428,
19,0,19,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1084.2339229993522,1084.2339229993522,0.006759000942111015,0.09927750006318092,5.0,1.52689309976995,,,,,,,,,,,,,,,5010,Moral,2024-07-08_19h33.09.540,MoralCondition_v2,2022.2.5,29.993461473378428,
19,0,19,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1085.8004077002406,1085.8004077002406,0.006541099399328232,0.09922279976308346,2.0,1.9603482000529766,,,,,,,,,,,,,,,5010,Moral,2024-07-08_19h33.09.540,MoralCondition_v2,2022.2.5,29.993461473378428,
19,0,19,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1087.8008536994457,1087.8008536994457,0.0007316004484891891,0.09905049949884415,3.0,2.6330797001719475,,,,,,,,,5010,Moral,2024-07-08_19h33.09.540,MoralCondition_v2,2022.2.5,29.993461473378428,
