loop.thisRepN,loop.thisTrialN,loop.thisN,loop.thisIndex,evaluate_all_emotions.thisRepN,evaluate_all_emotions.thisTrialN,evaluate_all_emotions.thisN,evaluate_all_emotions.thisIndex,sync_beep_1.started,p_port.started,p_port.stopped,sync_beep_2.started,sync_beep_2.stopped,sync_beep_3.started,sync_beep_3.stopped,sync_beep_4.started,sync_beep_4.stopped,baseline.started,p_port_2.started,p_port_2.stopped,baseline.stopped,p_port_3.started,Game_Start_Text.started,p_port_4.started,p_port_4.stopped,key_resp.started,key_resp.keys,key_resp.rt,fixation_cross.started,p_port_5.started,p_port_5.stopped,fixation_cross.stopped,p_port_6.started,p_port_6.stopped,player_image_intro.started,player_name_intro.started,p_port_7.started,p_port_7.stopped,p_port_8.started,p_port_8.stopped,player_image_offer.started,player_name_offer.started,proposed_split.started,p_port_9.started,p_port_9.stopped,proposed_split.stopped,accept_reject.started,p_port_15.started,p_port_15.stopped,accept_reject.stopped,p_port_10.started,arrow_instructions.started,offer_choice.started,p_port_11.started,p_port_11.stopped,offer_choice.keys,offer_choice.rt,Instructions_Affinity_Score.started,p_port_12.started,p_port_12.stopped,Instructions_Affinity_Score.stopped,Emotion_Image.started,AffinityScore.started,p_port_13.started,p_port_13.stopped,AffinityScore.response,AffinityScore.rt,Instruction.started,Moral_Disgust_Score.started,p_port_14.started,p_port_14.stopped,Moral_Disgust_Score.response,Moral_Disgust_Score.rt,player_image_offer.stopped,player_name_offer.stopped,p_port_10.stopped,player_image_intro.stopped,player_name_intro.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,25.062485321052375,0.0008463999256491661,0.11194489989429712,25.659314389992506,25.975722699891776,26.259155190270395,26.55935180000961,26.84249319015071,27.159042300190777,27.159042300190777,0.02878979966044426,0.12895659962669015,42.17597540002316,15.012246599886566,42.27576840016991,0.012355999555438757,0.11221309984102845,42.74250590009615,space,7.459664799738675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1981,Moral,2024-08-20_10h43.42.109,MoralCondition_v2,2022.2.5,30.002892272895973,
12,0,12,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,892.3749946001917,892.3749946001917,0.007716199848800898,0.11418499983847141,1.0,1.7074176999740303,,,,,,,,,,,,1981,Moral,2024-08-20_10h43.42.109,MoralCondition_v2,2022.2.5,30.002892272895973,
12,0,12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,894.10822919989,894.10822919989,0.0010109003633260727,0.09926290018483996,2.0,4.099391499999911,,,,,,1981,Moral,2024-08-20_10h43.42.109,MoralCondition_v2,2022.2.5,30.002892272895973,
13,0,13,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,898.2415124000981,0.0002935999073088169,0.0977921998128295,904.2580301002599,6.014435300137848,,904.4248071000911,904.4248071000911,0.07027459982782602,0.18126349989324808,6.014448499772698,,910.5246951002628,910.5246951002628,910.5246951002628,0.0733917998149991,0.18134749960154295,916.2248476999812,916.4247051998973,6.014440099708736,6.114420199766755,922.4248398998752,12.014598799869418,922.5580420000479,922.5580420000479,0.014550699852406979,0.11435839952901006,up,1.296717099379748,923.9079999001697,5.5099837481975555e-05,0.09774399967864156,,929.9413696001284,929.9413696001284,0.025233499705791473,0.13119739992544055,6.0,3.673570599872619,,,,,,,922.5246581998654,922.5246581998654,,910.4247141000815,910.4247141000815,1981,Moral,2024-08-20_10h43.42.109,MoralCondition_v2,2022.2.5,30.002892272895973,
13,0,13,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,933.641445199959,933.641445199959,0.007740800268948078,0.09782360028475523,2.0,2.0577397998422384,,,,,,,,,,,,1981,Moral,2024-08-20_10h43.42.109,MoralCondition_v2,2022.2.5,30.002892272895973,
13,0,13,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,935.741280999966,935.741280999966,0.006401999853551388,0.09909689985215664,6.0,1.6939844000153244,,,,,,,,,,,,1981,Moral,2024-08-20_10h43.42.109,MoralCondition_v2,2022.2.5,30.002892272895973,
13,0,13,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,937.4746392001398,937.4746392001398,0.006815899629145861,0.09947429969906807,2.0,1.5601939000189304,,,,,,,,,,,,1981,Moral,2024-08-20_10h43.42.109,MoralCondition_v2,2022.2.5,30.002892272895973,
13,0,13,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,939.0913634998724,939.0913634998724,0.010260399896651506,0.11438070004805923,2.0,1.1053610001690686,,,,,,,,,,,,1981,Moral,2024-08-20_10h43.42.109,MoralCondition_v2,2022.2.5,30.002892272895973,
13,0,13,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,940.224701799918,940.224701799918,0.0070510003715753555,0.09801900014281273,2.0,0.6253917999565601,,,,,,,,,,,,1981,Moral,2024-08-20_10h43.42.109,MoralCondition_v2,2022.2.5,30.002892272895973,
13,0,13,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,940.8913179002702,940.8913179002702,0.007656600326299667,0.09740970004349947,2.0,0.657406700309366,,,,,,,,,,,,1981,Moral,2024-08-20_10h43.42.109,MoralCondition_v2,2022.2.5,30.002892272895973,
13,0,13,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,941.5913924998604,941.5913924998604,0.0006916997954249382,0.09907449968159199,7.0,2.9661468998529017,,,,,,1981,Moral,2024-08-20_10h43.42.109,MoralCondition_v2,2022.2.5,30.002892272895973,
14,0,14,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,944.591627900023,0.00015580002218484879,0.09921600017696619,950.5912727001123,5.999262500088662,6.099252799991518,950.7579438998364,950.7579438998364,0.06252910010516644,0.165869299788028,5.999005100224167,6.09913200000301,956.8578160000034,956.8578160000034,956.8578160000034,0.06075079971924424,0.16598640009760857,962.5580599000677,962.7579228002578,5.999093299731612,6.099044700153172,968.7582272998989,11.999363800045103,968.8912042002194,968.8912042002194,-0.00045480020344257355,0.09907369967550039,up,0.48422739980742335,969.4245055001229,2.8299633413553238e-05,0.09863330004736781,,975.4411333999597,975.4411333999597,0.025773999746888876,0.11529670003801584,3.0,6.023881500121206,,,,,,,968.8410662002861,968.8410662002861,12.098912599962205,956.7579570999369,956.7579570999369,1981,Moral,2024-08-20_10h43.42.109,MoralCondition_v2,2022.2.5,30.002892272895973,
14,0,14,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,981.5246848999523,981.5246848999523,0.008444699924439192,0.11484669987112284,2.0,4.607051599770784,,,,,,,,,,,,1981,Moral,2024-08-20_10h43.42.109,MoralCondition_v2,2022.2.5,30.002892272895973,
14,0,14,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,986.1578072998673,986.1578072998673,0.006789300125092268,0.09733009990304708,5.0,2.4584158998914063,,,,,,,,,,,,1981,Moral,2024-08-20_10h43.42.109,MoralCondition_v2,2022.2.5,30.002892272895973,
14,0,14,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,988.6747507001273,988.6747507001273,0.008807700127363205,0.11418709997087717,2.0,1.8734029000625014,,,,,,,,,,,,1981,Moral,2024-08-20_10h43.42.109,MoralCondition_v2,2022.2.5,30.002892272895973,
14,0,14,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,990.5745091000572,990.5745091000572,0.006623800378292799,0.09895300026983023,6.0,3.359829899854958,,,,,,,,,,,,1981,Moral,2024-08-20_10h43.42.109,MoralCondition_v2,2022.2.5,30.002892272895973,
14,0,14,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,993.9911656999029,993.9911656999029,0.010004600044339895,0.11455910000950098,5.0,4.405431800056249,,,,,,,,,,,,1981,Moral,2024-08-20_10h43.42.109,MoralCondition_v2,2022.2.5,30.002892272895973,
14,0,14,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,998.4244527001865,998.4244527001865,0.008059700019657612,0.09787889989092946,2.0,2.0908254999667406,,,,,,,,,,,,1981,Moral,2024-08-20_10h43.42.109,MoralCondition_v2,2022.2.5,30.002892272895973,
14,0,14,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000.558093899861,1000.558093899861,0.0006813001818954945,0.09935649996623397,2.0,4.632958499714732,,,,,,1981,Moral,2024-08-20_10h43.42.109,MoralCondition_v2,2022.2.5,30.002892272895973,
15,0,15,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,1005.224668700248,0.00013349996879696846,0.09938080003485084,1011.2411281000823,6.015908099710941,,1011.4081453001127,1011.4081453001127,0.07260799966752529,0.18283989978954196,6.015979999676347,,1017.5077786999755,1017.5077786999755,1017.5077786999755,0.07033389993011951,0.182668199762702,1023.2077474999242,1023.4077432998456,6.01593489991501,6.116033199708909,1029.407741600182,12.015966499689966,1029.5413080998696,1029.5413080998696,0.016375699546188116,0.11591539951041341,up,0.4738415996544063,1030.074446900282,5.220016464591026e-05,0.09744889987632632,,1036.1077581001446,1036.1077581001446,0.025263499934226274,0.13062800001353025,6.0,3.7063878998160362,,,,,,,1029.5079799001105,1029.5079799001105,,1017.4077348001301,1017.4077348001301,1981,Moral,2024-08-20_10h43.42.109,MoralCondition_v2,2022.2.5,30.002892272895973,
15,0,15,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1039.8412343002856,1039.8412343002856,0.007419599685817957,0.09769860003143549,2.0,3.65777779975906,,,,,,,,,,,,1981,Moral,2024-08-20_10h43.42.109,MoralCondition_v2,2022.2.5,30.002892272895973,
15,0,15,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1043.5410243999213,1043.5410243999213,0.008920200169086456,0.0980417001992464,6.0,1.7903010002337396,,,,,,,,,,,,1981,Moral,2024-08-20_10h43.42.109,MoralCondition_v2,2022.2.5,30.002892272895973,
15,0,15,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1045.3912110999227,1045.3912110999227,0.008115199860185385,0.11454079998657107,2.0,2.474061499815434,,,,,,,,,,,,1981,Moral,2024-08-20_10h43.42.109,MoralCondition_v2,2022.2.5,30.002892272895973,
15,0,15,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1047.8909434000961,1047.8909434000961,0.007425100076943636,0.0981789999641478,2.0,1.9248572997748852,,,,,,,,,,,,1981,Moral,2024-08-20_10h43.42.109,MoralCondition_v2,2022.2.5,30.002892272895973,
15,0,15,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1049.8576910998672,1049.8576910998672,0.006279399618506432,0.09928529988974333,2.0,1.09416009997949,,,,,,,,,,,,1981,Moral,2024-08-20_10h43.42.109,MoralCondition_v2,2022.2.5,30.002892272895973,
15,0,15,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1051.0079312999733,1051.0079312999733,0.008408499881625175,0.11441490007564425,2.0,0.906854699831456,,,,,,,,,,,,1981,Moral,2024-08-20_10h43.42.109,MoralCondition_v2,2022.2.5,30.002892272895973,
15,0,15,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1051.9412450999953,1051.9412450999953,0.0013434998691082,0.0984005001373589,7.0,2.197848599869758,,,,,,1981,Moral,2024-08-20_10h43.42.109,MoralCondition_v2,2022.2.5,30.002892272895973,
16,0,16,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,1054.1747616999783,0.0001542000100016594,0.09919309988617897,1060.1909612999298,6.015817900188267,,1060.357802100014,1060.357802100014,0.06853820011019707,0.18252350017428398,6.01599740004167,,1066.4577200999483,1066.4577200999483,1066.4577200999483,0.06997889978811145,0.18249589996412396,1072.157602999825,1072.3576181000099,6.015826199669391,6.115974700078368,1078.357560600154,12.015770100057125,1078.4909378001466,1078.4909378001466,0.01608379976823926,0.11587429977953434,up,0.6362420995719731,1079.1743964999914,3.9600301533937454e-05,0.09798930026590824,1085.1740278000943,1085.1740278000943,1085.1740278000943,0.00990670034661889,0.09803340025246143,3.0,8.82240549987182,,,,,,,1078.4577215001918,1078.4577215001918,,1066.340761499945,1066.340761499945,1981,Moral,2024-08-20_10h43.42.109,MoralCondition_v2,2022.2.5,30.002892272895973,
16,0,16,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1094.0576956998557,1094.0576956998557,0.007190699689090252,0.11385079985484481,2.0,2.474324700422585,,,,,,,,,,,,1981,Moral,2024-08-20_10h43.42.109,MoralCondition_v2,2022.2.5,30.002892272895973,
16,0,16,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1096.5575451999903,1096.5575451999903,0.005662200041115284,0.09799899999052286,6.0,2.1933440999127924,,,,,,,,,,,,1981,Moral,2024-08-20_10h43.42.109,MoralCondition_v2,2022.2.5,30.002892272895973,
16,0,16,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1098.7907294002362,1098.7907294002362,0.008308100048452616,0.09823190001770854,5.0,5.957618500106037,,,,,,,,,,,,1981,Moral,2024-08-20_10h43.42.109,MoralCondition_v2,2022.2.5,30.002892272895973,
16,0,16,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1104.8075480000116,1104.8075480000116,0.007974700070917606,0.11432510009035468,5.0,1.4071827000007033,,,,,,,,,,,,1981,Moral,2024-08-20_10h43.42.109,MoralCondition_v2,2022.2.5,30.002892272895973,
16,0,16,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1106.2579077999108,1106.2579077999108,0.007780800107866526,0.11432379996404052,2.0,5.040743899997324,,,,,,,,,,,,1981,Moral,2024-08-20_10h43.42.109,MoralCondition_v2,2022.2.5,30.002892272895973,
16,0,16,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1111.324024000205,1111.324024000205,0.008116799872368574,0.0983584001660347,2.0,0.9908556998707354,,,,,,,,,,,,1981,Moral,2024-08-20_10h43.42.109,MoralCondition_v2,2022.2.5,30.002892272895973,
16,0,16,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1112.3575400998816,1112.3575400998816,0.0013864999637007713,0.09769500000402331,3.0,4.364244299940765,,,,,,1981,Moral,2024-08-20_10h43.42.109,MoralCondition_v2,2022.2.5,30.002892272895973,
17,0,17,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,1116.7576823998243,0.0001441999338567257,0.09931909991428256,1122.7741308002733,6.016002400312573,,1122.940665199887,1122.940665199887,0.07112610014155507,0.18265589978545904,6.0159073998220265,,1129.0405855998397,1129.0405855998397,1129.0405855998397,0.07223489973694086,0.18247269978746772,1134.7407297999598,1134.9410923998803,6.016233999747783,6.1158247999846935,1140.9407013999298,12.01585099985823,1141.0740799000487,1141.0740799000487,0.015979199670255184,0.1159095000475645,up,0.437126699835062,1141.5740565001033,2.840021625161171e-05,0.09881850006058812,,1147.5912645999342,1147.5912645999342,0.024844800122082233,0.11504200007766485,2.0,9.091571899596602,,,,,,,1141.0406801998615,1141.0406801998615,,1128.9407310001552,1128.9407310001552,1981,Moral,2024-08-20_10h43.42.109,MoralCondition_v2,2022.2.5,30.002892272895973,
17,0,17,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1156.7238822001964,1156.7238822001964,0.008198299910873175,0.09929329995065928,5.0,2.325068200007081,,,,,,,,,,,,1981,Moral,2024-08-20_10h43.42.109,MoralCondition_v2,2022.2.5,30.002892272895973,
17,0,17,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1159.0905017000623,1159.0905017000623,0.006606800016015768,0.09914859989657998,5.0,2.360263700131327,,,,,,,,,,,,1981,Moral,2024-08-20_10h43.42.109,MoralCondition_v2,2022.2.5,30.002892272895973,
17,0,17,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1161.5073326001875,1161.5073326001875,0.0075912997126579285,0.11409739963710308,7.0,1.6741798999719322,,,,,,,,,,,,1981,Moral,2024-08-20_10h43.42.109,MoralCondition_v2,2022.2.5,30.002892272895973,
17,0,17,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1163.2074632998556,1163.2074632998556,0.006548600271344185,0.09888550033792853,2.0,4.060348399914801,,,,,,,,,,,,1981,Moral,2024-08-20_10h43.42.109,MoralCondition_v2,2022.2.5,30.002892272895973,
17,0,17,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1167.307167199906,1167.307167199906,0.006841700058430433,0.09904639981687069,3.0,2.326809899881482,,,,,,,,,,,,1981,Moral,2024-08-20_10h43.42.109,MoralCondition_v2,2022.2.5,30.002892272895973,
17,0,17,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1169.6740325000137,1169.6740325000137,0.006770099978893995,0.09892069967463613,2.0,2.026095600333065,,,,,,,,,,,,1981,Moral,2024-08-20_10h43.42.109,MoralCondition_v2,2022.2.5,30.002892272895973,
17,0,17,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1171.7405401002616,1171.7405401002616,0.0013796002604067326,0.09771540015935898,2.0,4.9646787997335196,,,,,,1981,Moral,2024-08-20_10h43.42.109,MoralCondition_v2,2022.2.5,30.002892272895973,
18,0,18,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,1176.7407815000042,0.00027929991483688354,0.09815330011770129,1182.7405469999649,6.031309499870986,,1182.9240215001628,1182.9240215001628,0.06884179962798953,0.181498599704355,6.014607299584895,,1189.0237670000643,1189.0237670000643,1189.0237670000643,0.06911979988217354,0.18127679964527488,1194.7239371002652,1194.9239162998274,6.0146972998045385,6.114563899580389,1200.9240703000687,12.014823699835688,1201.0571683002636,1201.0571683002636,0.014592699706554413,0.11451569944620132,up,0.4538753996603191,1201.5571762002073,4.83999028801918e-05,0.09781270008534193,1207.5570664000697,1207.5570664000697,1207.5570664000697,0.009007600136101246,0.09795300010591745,3.0,14.889946700073779,,,,,,,1201.007071299944,1201.007071299944,,1188.9239322999492,1188.9239322999492,1981,Moral,2024-08-20_10h43.42.109,MoralCondition_v2,2022.2.5,30.002892272895973,
18,0,18,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1222.490633700043,1222.490633700043,0.008496600203216076,0.0973861999809742,3.0,5.190086700022221,,,,,,,,,,,,1981,Moral,2024-08-20_10h43.42.109,MoralCondition_v2,2022.2.5,30.002892272895973,
18,0,18,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1227.723708699923,1227.723708699923,0.007377800066024065,0.09843169990926981,7.0,2.65863800002262,,,,,,,,,,,,1981,Moral,2024-08-20_10h43.42.109,MoralCondition_v2,2022.2.5,30.002892272895973,
18,0,18,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1230.4236826999113,1230.4236826999113,0.00731180002912879,0.09790160041302443,2.0,5.4918324002064764,,,,,,,,,,,,1981,Moral,2024-08-20_10h43.42.109,MoralCondition_v2,2022.2.5,30.002892272895973,
18,0,18,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1235.956856300123,1235.956856300123,0.006940700113773346,0.09927769983187318,4.0,3.626942000351846,,,,,,,,,,,,1981,Moral,2024-08-20_10h43.42.109,MoralCondition_v2,2022.2.5,30.002892272895973,
18,0,18,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1239.623775899876,1239.623775899876,0.007943700067698956,0.09780180035158992,2.0,5.557836499996483,,,,,,,,,,,,1981,Moral,2024-08-20_10h43.42.109,MoralCondition_v2,2022.2.5,30.002892272895973,
18,0,18,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1245.2403414999135,1245.2403414999135,0.008409699890762568,0.11487240018323064,4.0,2.4405817999504507,,,,,,,,,,,,1981,Moral,2024-08-20_10h43.42.109,MoralCondition_v2,2022.2.5,30.002892272895973,
18,0,18,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1247.7070697001182,1247.7070697001182,0.0012734998017549515,0.09745969995856285,2.0,5.097522299736738,,,,,,1981,Moral,2024-08-20_10h43.42.109,MoralCondition_v2,2022.2.5,30.002892272895973,
19,0,19,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,1252.840574900154,0.0003151996061205864,0.09779499983415008,1258.8402716000564,6.0311421998776495,,1259.023551300168,1259.023551300168,0.06673039961606264,0.18118239985778928,6.014509399887174,,1265.1235707998276,1265.1235707998276,1265.1235707998276,0.06662629963830113,0.18106239987537265,1270.8235537,1271.0235684001818,6.01445799972862,6.114398699719459,1277.0235325000249,12.014468899462372,1277.156905000098,1277.156905000098,0.014575599692761898,0.11437049973756075,up,1.3627359997481108,1278.573505999986,3.840029239654541e-05,0.0982067002914846,1284.573602099903,1284.573602099903,1284.573602099903,0.009015300311148167,0.09799459995701909,4.0,5.390192800201476,,,,,,,1277.1235664999112,1277.1235664999112,,1265.0235592001118,1265.0235592001118,1981,Moral,2024-08-20_10h43.42.109,MoralCondition_v2,2022.2.5,30.002892272895973,
19,0,19,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1290.0069797998294,1290.0069797998294,0.006463800091296434,0.09887290000915527,7.0,1.693518899846822,,,,,,,,,,,,1981,Moral,2024-08-20_10h43.42.109,MoralCondition_v2,2022.2.5,30.002892272895973,
19,0,19,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1291.7400672002696,1291.7400672002696,0.007562700193375349,0.09812230011448264,2.0,4.024935200344771,,,,,,,,,,,,1981,Moral,2024-08-20_10h43.42.109,MoralCondition_v2,2022.2.5,30.002892272895973,
19,0,19,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1295.8068031999283,1295.8068031999283,0.006345599889755249,0.09922160021960735,2.0,0.9270649999380112,,,,,,,,,,,,1981,Moral,2024-08-20_10h43.42.109,MoralCondition_v2,2022.2.5,30.002892272895973,
19,0,19,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1296.7901905998588,1296.7901905998588,0.00820449972525239,0.11444729985669255,2.0,1.8739990000613034,,,,,,,,,,,,1981,Moral,2024-08-20_10h43.42.109,MoralCondition_v2,2022.2.5,30.002892272895973,
19,0,19,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1298.6903324001469,1298.6903324001469,0.007762500084936619,0.09765810007229447,2.0,1.323872399982065,,,,,,,,,,,,1981,Moral,2024-08-20_10h43.42.109,MoralCondition_v2,2022.2.5,30.002892272895973,
19,0,19,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1300.0567481000908,1300.0567481000908,0.007224800065159798,0.09770329995080829,4.0,2.6582137998193502,,,,,,,,,,,,1981,Moral,2024-08-20_10h43.42.109,MoralCondition_v2,2022.2.5,30.002892272895973,
19,0,19,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1302.7568454998545,1302.7568454998545,0.0006539998576045036,0.09919380024075508,2.0,2.099958499893546,,,,,,1981,Moral,2024-08-20_10h43.42.109,MoralCondition_v2,2022.2.5,30.002892272895973,
