loop.thisRepN,loop.thisTrialN,loop.thisN,loop.thisIndex,evaluate_all_emotions.thisRepN,evaluate_all_emotions.thisTrialN,evaluate_all_emotions.thisN,evaluate_all_emotions.thisIndex,sync_beep_1.started,p_port.started,p_port.stopped,sync_beep_1.stopped,sync_beep_2.started,sync_beep_2.stopped,sync_beep_3.started,sync_beep_3.stopped,sync_beep_4.started,sync_beep_4.stopped,baseline.started,p_port_2.started,p_port_2.stopped,baseline.stopped,p_port_3.started,Game_Start_Text.started,p_port_4.started,p_port_4.stopped,key_resp.started,key_resp.keys,key_resp.rt,fixation_cross.started,p_port_5.started,p_port_5.stopped,fixation_cross.stopped,p_port_6.started,player_image_intro.started,player_name_intro.started,p_port_7.started,p_port_7.stopped,p_port_8.started,player_image_offer.started,player_name_offer.started,proposed_split.started,p_port_9.started,p_port_9.stopped,proposed_split.stopped,accept_reject.started,p_port_15.started,p_port_15.stopped,accept_reject.stopped,p_port_10.started,arrow_instructions.started,offer_choice.started,p_port_11.started,p_port_11.stopped,offer_choice.keys,offer_choice.rt,Instructions_Affinity_Score.started,p_port_12.started,p_port_12.stopped,Emotion_Image.started,AffinityScore.started,p_port_13.started,p_port_13.stopped,AffinityScore.response,AffinityScore.rt,Instruction.started,Moral_Disgust_Score.started,p_port_14.started,p_port_14.stopped,Moral_Disgust_Score.response,Moral_Disgust_Score.rt,player_image_offer.stopped,player_name_offer.stopped,player_image_intro.stopped,player_name_intro.stopped,Instructions_Affinity_Score.stopped,p_port_6.stopped,p_port_10.stopped,p_port_8.stopped,participant,session,date,expName,psychopyVersion,frameRate,
13,0,13,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,794.3952428000048,0.00013749999925494194,0.09919109987094998,800.4121598997153,6.015812200028449,800.5784033997916,800.5784033997916,0.07015250017866492,0.18231250019744039,6.0158055000938475,806.6784628997557,806.6784628997557,806.6784628997557,0.0689865997992456,0.18246829975396395,812.3788755997084,812.5785316997208,6.01583159994334,6.115758799947798,818.5786457001232,12.015914000105113,818.7118417001329,818.7118417001329,0.015921199694275856,0.11561559978872538,up,3.1340268994681537,821.8951841001399,6.949994713068008e-05,0.0976950996555388,827.9116255999543,827.9116255999543,0.026065999642014503,0.11416919995099306,1.0,2.289192299824208,,,,,,,818.6784692001529,818.6784692001529,806.5788178998046,806.5788178998046,,,,,4953,Moral,2024-08-21_12h45.52.255,MoralCondition_v2,2022.2.5,29.987794951322527,
13,0,13,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,830.2621363997459,830.2621363997459,0.008269799873232841,0.11467219982296228,4.0,7.473929000087082,,,,,,,,,,,,,,,4953,Moral,2024-08-21_12h45.52.255,MoralCondition_v2,2022.2.5,29.987794951322527,
13,0,13,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,837.7619003998116,837.7619003998116,0.008363899774849415,0.09747319994494319,1.0,2.1566686001606286,,,,,,,,,,,,,,,4953,Moral,2024-08-21_12h45.52.255,MoralCondition_v2,2022.2.5,29.987794951322527,
13,0,13,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,839.9617750998586,839.9617750998586,0.007887099869549274,0.09782679984346032,1.0,1.9575645998120308,,,,,,,,,,,,,,,4953,Moral,2024-08-21_12h45.52.255,MoralCondition_v2,2022.2.5,29.987794951322527,
13,0,13,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,841.961766500026,841.961766500026,0.006855600047856569,0.09728179965168238,6.0,1.9580938001163304,,,,,,,,,,,,,,,4953,Moral,2024-08-21_12h45.52.255,MoralCondition_v2,2022.2.5,29.987794951322527,
13,0,13,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,843.9615909000859,843.9615909000859,0.007333099842071533,0.09810760011896491,6.0,7.491879700217396,,,,,,,,,,,,,,,4953,Moral,2024-08-21_12h45.52.255,MoralCondition_v2,2022.2.5,29.987794951322527,
13,0,13,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,851.4950524000451,851.4950524000451,0.006600799970328808,0.09905949980020523,1.0,4.426844900008291,,,,,,,,,,,,,,,4953,Moral,2024-08-21_12h45.52.255,MoralCondition_v2,2022.2.5,29.987794951322527,
13,0,13,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,855.9616852998734,855.9616852998734,0.001471600029617548,0.09766700025647879,6.0,2.097498900257051,,,,,,,,,4953,Moral,2024-08-21_12h45.52.255,MoralCondition_v2,2022.2.5,29.987794951322527,
14,0,14,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,858.0952499997802,0.00014989962801337242,0.0992362997494638,864.0950051997788,5.999361999798566,864.2953460998833,864.2953460998833,0.08528729993849993,0.19943089969456196,5.999196599703282,870.3617706000805,870.3617706000805,870.3617706000805,0.056741499807685614,0.16583169950172305,876.0616092998534,876.2615558998659,5.999058699700981,6.099156899843365,882.261586799752,11.999169999733567,882.39489089977,882.39489089977,-0.0002818005159497261,0.0991578996181488,up,0.5147940996102989,882.9449370000511,1.7700251191854477e-05,0.09914570022374392,888.9782132999972,888.9782132999972,0.02739429986104369,0.13254990009590983,1.0,1.8393492000177503,,,,,,,882.3447581999935,882.3447581999935,870.3617706000805,870.3617706000805,,,12.098968599457294,6.099224499892443,4953,Moral,2024-08-21_12h45.52.255,MoralCondition_v2,2022.2.5,29.987794951322527,
14,0,14,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,890.8447861000896,890.8447861000896,0.0075587001629173756,0.09773939987644553,6.0,1.5246880003251135,,,,,,,,,,,,,,,4953,Moral,2024-08-21_12h45.52.255,MoralCondition_v2,2022.2.5,29.987794951322527,
14,0,14,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,892.4115333999507,892.4115333999507,0.007315000053495169,0.0978124001994729,4.0,6.491540200076997,,,,,,,,,,,,,,,4953,Moral,2024-08-21_12h45.52.255,MoralCondition_v2,2022.2.5,29.987794951322527,
14,0,14,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,898.944848800078,898.944848800078,0.006771299988031387,0.09925089962780476,1.0,2.7267927997745574,,,,,,,,,,,,,,,4953,Moral,2024-08-21_12h45.52.255,MoralCondition_v2,2022.2.5,29.987794951322527,
14,0,14,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,901.7115331999958,901.7115331999958,0.006967300083488226,0.09915939997881651,1.0,6.093223599717021,,,,,,,,,,,,,,,4953,Moral,2024-08-21_12h45.52.255,MoralCondition_v2,2022.2.5,29.987794951322527,
14,0,14,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,907.8448752998374,907.8448752998374,0.0073009999468922615,0.09944939985871315,1.0,2.0930547998286784,,,,,,,,,,,,,,,4953,Moral,2024-08-21_12h45.52.255,MoralCondition_v2,2022.2.5,29.987794951322527,
14,0,14,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,909.9782667998224,909.9782667998224,0.007588699925690889,0.09845850011333823,7.0,6.724677499849349,,,,,,,,,,,,,,,4953,Moral,2024-08-21_12h45.52.255,MoralCondition_v2,2022.2.5,29.987794951322527,
14,0,14,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,916.74484820012,916.74484820012,0.001334100030362606,0.09825190016999841,6.0,1.831543699838221,,,,,,,,,4953,Moral,2024-08-21_12h45.52.255,MoralCondition_v2,2022.2.5,29.987794951322527,
15,0,15,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,918.6114179999568,0.00038059987127780914,0.09739790018647909,924.6113952999003,6.030650699976832,924.7949304999784,924.7949304999784,0.07718589995056391,0.18085270002484322,6.014119999948889,930.8946499000303,930.8946499000303,930.8946499000303,0.07425539987161756,0.18063939968124032,936.5947318999097,936.7947049997747,6.013951499946415,6.113839499652386,942.7947152000852,12.013965100049973,942.9280248000287,942.9280248000287,0.014162699691951275,0.11359529988840222,up,4.718126799445599,947.7111829998903,4.700012505054474e-05,0.09759330004453659,953.7117939000018,953.7117939000018,0.009552200324833393,0.09755770023912191,1.0,3.0890783998183906,,,,,,,942.8947704997845,942.8947704997845,930.7947188001126,930.7947188001126,953.7117939000018,,,,4953,Moral,2024-08-21_12h45.52.255,MoralCondition_v2,2022.2.5,29.987794951322527,
15,0,15,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,956.8612790000625,956.8612790000625,0.007596200332045555,0.11472820024937391,1.0,1.9412532998248935,,,,,,,,,,,,,,,4953,Moral,2024-08-21_12h45.52.255,MoralCondition_v2,2022.2.5,29.987794951322527,
15,0,15,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,958.8448582999408,958.8448582999408,0.007961700204759836,0.11430779984220862,7.0,1.8074158998206258,,,,,,,,,,,,,,,4953,Moral,2024-08-21_12h45.52.255,MoralCondition_v2,2022.2.5,29.987794951322527,
15,0,15,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,960.6778548001312,960.6778548001312,0.0072514996863901615,0.09821579977869987,4.0,2.0251385997980833,,,,,,,,,,,,,,,4953,Moral,2024-08-21_12h45.52.255,MoralCondition_v2,2022.2.5,29.987794951322527,
15,0,15,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,962.7444708999246,962.7444708999246,0.007259800098836422,0.09732179995626211,3.0,3.7576158000156283,,,,,,,,,,,,,,,4953,Moral,2024-08-21_12h45.52.255,MoralCondition_v2,2022.2.5,29.987794951322527,
15,0,15,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,966.5447015999816,966.5447015999816,0.005458900239318609,0.09904340002685785,1.0,2.6280739000067115,,,,,,,,,,,,,,,4953,Moral,2024-08-21_12h45.52.255,MoralCondition_v2,2022.2.5,29.987794951322527,
15,0,15,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,969.2112420001067,969.2112420001067,0.00735530024394393,0.09794040024280548,6.0,5.791466200258583,,,,,,,,,,,,,,,4953,Moral,2024-08-21_12h45.52.255,MoralCondition_v2,2022.2.5,29.987794951322527,
15,0,15,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,975.0446715001017,975.0446715001017,0.0010157003998756409,0.09911840036511421,6.0,1.799303499981761,,,,,,,,,4953,Moral,2024-08-21_12h45.52.255,MoralCondition_v2,2022.2.5,29.987794951322527,
16,0,16,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,976.8778327000327,0.00022879987955093384,0.09806070011109114,982.8610696997494,6.014589299913496,983.0609821998514,983.0609821998514,0.07483569998294115,0.18130839988589287,6.014650399796665,989.1609594998881,989.1609594998881,989.1609594998881,0.07200709963217378,0.181290699634701,994.8611125997268,995.0611481000669,6.014707199763507,6.1147228996269405,1001.0611284999177,12.014656099956483,1001.1944548999891,1001.1944548999891,0.014761199709028006,0.11471169954165816,up,0.8833436998538673,1002.1277346001007,1.6300007700920105e-05,0.09925199998542666,1008.1448789001442,1008.1448789001442,0.028151500038802624,0.11597400018945336,6.0,1.9887544000521302,,,,,,,1001.1610797997564,1001.1610797997564,989.0611347998492,989.0611347998492,,,,,4953,Moral,2024-08-21_12h45.52.255,MoralCondition_v2,2022.2.5,29.987794951322527,
16,0,16,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1010.1777540999465,1010.1777540999465,0.006053500343114138,0.09855489991605282,1.0,2.3601780999451876,,,,,,,,,,,,,,,4953,Moral,2024-08-21_12h45.52.255,MoralCondition_v2,2022.2.5,29.987794951322527,
16,0,16,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1012.5777112999931,1012.5777112999931,0.007246300112456083,0.09728100011125207,1.0,1.691216400358826,,,,,,,,,,,,,,,4953,Moral,2024-08-21_12h45.52.255,MoralCondition_v2,2022.2.5,29.987794951322527,
16,0,16,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1014.3111919001676,1014.3111919001676,0.006655099801719189,0.09895879961550236,2.0,3.626797300297767,,,,,,,,,,,,,,,4953,Moral,2024-08-21_12h45.52.255,MoralCondition_v2,2022.2.5,29.987794951322527,
16,0,16,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1017.9777485998347,1017.9777485998347,0.007527799811214209,0.09866319969296455,1.0,1.9254222000017762,,,,,,,,,,,,,,,4953,Moral,2024-08-21_12h45.52.255,MoralCondition_v2,2022.2.5,29.987794951322527,
16,0,16,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1019.9444156000391,1019.9444156000391,0.008077800273895264,0.0973229999653995,7.0,7.2570310002192855,,,,,,,,,,,,,,,4953,Moral,2024-08-21_12h45.52.255,MoralCondition_v2,2022.2.5,29.987794951322527,
16,0,16,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1027.244381699711,1027.244381699711,0.007663299795240164,0.09752980014309287,4.0,2.824277800042182,,,,,,,,,,,,,,,4953,Moral,2024-08-21_12h45.52.255,MoralCondition_v2,2022.2.5,29.987794951322527,
16,0,16,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1030.1111666997895,1030.1111666997895,0.0012042997404932976,0.09779389994218946,6.0,2.5976840001530945,,,,,,,,,4953,Moral,2024-08-21_12h45.52.255,MoralCondition_v2,2022.2.5,29.987794951322527,
17,0,17,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,1032.7446129000746,0.0003514997661113739,0.09742399957031012,1038.7609522999264,6.0140221999026835,1038.927487200126,1038.927487200126,0.068484699819237,0.18072649976238608,6.014178299810737,1045.0277034998871,1045.0277034998871,1045.0277034998871,0.06908669974654913,0.1809100997634232,1050.7275809999555,1050.9275357997976,6.014022099785507,6.114050799515098,1056.9275305001065,12.014040799811482,1057.060906900093,1057.060906900093,0.014175799675285816,0.11398279946297407,down,0.6570029999129474,1057.7608754001558,3.719981759786606e-05,0.09806849993765354,1063.7939733001404,1063.7939733001404,0.030619199853390455,0.13120009982958436,1.0,2.468362499959767,,,,,,,1057.0275380001403,1057.0275380001403,1044.9275915999897,1044.9275915999897,,,,,4953,Moral,2024-08-21_12h45.52.255,MoralCondition_v2,2022.2.5,29.987794951322527,
17,0,17,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1066.294051699806,1066.294051699806,0.005623399745672941,0.11572499992325902,1.0,0.9945688000880182,,,,,,,,,,,,,,,4953,Moral,2024-08-21_12h45.52.255,MoralCondition_v2,2022.2.5,29.987794951322527,
17,0,17,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1067.3274309998378,1067.3274309998378,0.008592299651354551,0.0980393998324871,6.0,1.8572862003929913,,,,,,,,,,,,,,,4953,Moral,2024-08-21_12h45.52.255,MoralCondition_v2,2022.2.5,29.987794951322527,
17,0,17,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1069.2274607997388,1069.2274607997388,0.006612699944525957,0.09924939973279834,5.0,2.2267795000225306,,,,,,,,,,,,,,,4953,Moral,2024-08-21_12h45.52.255,MoralCondition_v2,2022.2.5,29.987794951322527,
17,0,17,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1071.494243499823,1071.494243499823,0.006911299657076597,0.09962379978969693,7.0,1.5933599998243153,,,,,,,,,,,,,,,4953,Moral,2024-08-21_12h45.52.255,MoralCondition_v2,2022.2.5,29.987794951322527,
17,0,17,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1073.127472099848,1073.127472099848,0.00784670002758503,0.09762139990925789,5.0,5.657415100373328,,,,,,,,,,,,,,,4953,Moral,2024-08-21_12h45.52.255,MoralCondition_v2,2022.2.5,29.987794951322527,
17,0,17,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1078.8276603999548,1078.8276603999548,0.006997999735176563,0.09852659981697798,6.0,1.8591678999364376,,,,,,,,,,,,,,,4953,Moral,2024-08-21_12h45.52.255,MoralCondition_v2,2022.2.5,29.987794951322527,
17,0,17,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1080.7276916000992,1080.7276916000992,0.0007100999355316162,0.09928430011495948,1.0,2.266044700052589,,,,,,,,,4953,Moral,2024-08-21_12h45.52.255,MoralCondition_v2,2022.2.5,29.987794951322527,
18,0,18,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,1083.0275139999576,0.00043689971789717674,0.09764569997787476,1089.0273243999109,6.030864299740642,1089.2105856998824,1089.2105856998824,0.07523710001260042,0.18093399982899427,6.014293399639428,1095.3107223999687,1095.3107223999687,1095.3107223999687,0.08045379957184196,0.18089639954268932,1101.0108129000291,1101.2107032998465,6.014265999663621,6.114216199610382,1107.2110636997968,12.01455679954961,1107.3439985997975,1107.3439985997975,0.014483699575066566,0.11415509972721338,down,0.3420803998596966,1107.7439192999154,4.329998046159744e-05,0.09788830019533634,1113.7773198001087,1113.7773198001087,0.02600339986383915,0.13112450018525124,4.0,2.239441900048405,,,,,,,1107.3106566998176,1107.3106566998176,1095.210705500096,1095.210705500096,,,,,4953,Moral,2024-08-21_12h45.52.255,MoralCondition_v2,2022.2.5,29.987794951322527,
18,0,18,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1116.0438807997853,1116.0438807997853,0.006719800177961588,0.09927750006318092,6.0,6.726782000157982,,,,,,,,,,,,,,,4953,Moral,2024-08-21_12h45.52.255,MoralCondition_v2,2022.2.5,29.987794951322527,
18,0,18,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1122.8107000999153,1122.8107000999153,0.006616000086069107,0.09920979989692569,6.0,1.4601679998449981,,,,,,,,,,,,,,,4953,Moral,2024-08-21_12h45.52.255,MoralCondition_v2,2022.2.5,29.987794951322527,
18,0,18,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1124.3106843000278,1124.3106843000278,0.009506800211966038,0.09740480035543442,7.0,1.4892823998816311,,,,,,,,,,,,,,,4953,Moral,2024-08-21_12h45.52.255,MoralCondition_v2,2022.2.5,29.987794951322527,
18,0,18,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1125.843940100167,1125.843940100167,0.00720639992505312,0.09773749997839332,1.0,3.458165400195867,,,,,,,,,,,,,,,4953,Moral,2024-08-21_12h45.52.255,MoralCondition_v2,2022.2.5,29.987794951322527,
18,0,18,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1129.3608921999112,1129.3608921999112,0.008242900017648935,0.11437000008299947,1.0,1.2404585001058877,,,,,,,,,,,,,,,4953,Moral,2024-08-21_12h45.52.255,MoralCondition_v2,2022.2.5,29.987794951322527,
18,0,18,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1130.644137099851,1130.644137099851,0.008538799826055765,0.11436939984560013,6.0,8.306989000178874,,,,,,,,,,,,,,,4953,Moral,2024-08-21_12h45.52.255,MoralCondition_v2,2022.2.5,29.987794951322527,
18,0,18,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1138.9773458000273,1138.9773458000273,0.001193000003695488,0.09810010017827153,1.0,2.6978900996036828,,,,,,,,,4953,Moral,2024-08-21_12h45.52.255,MoralCondition_v2,2022.2.5,29.987794951322527,
19,0,19,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,1141.7108697998337,0.0001317998394370079,0.09944749996066093,1147.6936805997975,5.999152599833906,1147.860319700092,1147.860319700092,0.04272009991109371,0.1493281996808946,6.015981100033969,1153.993824500125,1153.993824500125,1153.993824500125,0.0751665998250246,0.18294359976425767,1159.6937854997814,1159.8937622001395,6.01594219962135,6.116133799776435,1165.8937673997134,12.015956999734044,1166.0272391997278,1166.0272391997278,0.01626399951055646,0.11606859974563122,up,1.4265458998270333,1167.4937354000285,4.459964111447334e-05,0.0980729996226728,1173.5106553998776,1173.5106553998776,0.009695499669760466,0.1148265996016562,4.0,3.572700200136751,,,,,,,1165.9938313998282,1165.9938313998282,1153.8604758000001,1153.8604758000001,1173.5106553998776,6.082607800140977,,,4953,Moral,2024-08-21_12h45.52.255,MoralCondition_v2,2022.2.5,29.987794951322527,
19,0,19,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1177.1102843000554,1177.1102843000554,0.0079950001090765,0.09765700018033385,2.0,4.5240364000201225,,,,,,,,,,,,,,,4953,Moral,2024-08-21_12h45.52.255,MoralCondition_v2,2022.2.5,29.987794951322527,
19,0,19,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1181.6770291998982,1181.6770291998982,0.007699900306761265,0.0984722999855876,2.0,4.358208899851888,,,,,,,,,,,,,,,4953,Moral,2024-08-21_12h45.52.255,MoralCondition_v2,2022.2.5,29.987794951322527,
19,0,19,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1186.0768387997523,1186.0768387997523,0.009163499809801579,0.09787510009482503,1.0,4.123209199868143,,,,,,,,,,,,,,,4953,Moral,2024-08-21_12h45.52.255,MoralCondition_v2,2022.2.5,29.987794951322527,
19,0,19,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1190.260396800004,1190.260396800004,0.008335900027304888,0.11408310011029243,2.0,4.306522899772972,,,,,,,,,,,,,,,4953,Moral,2024-08-21_12h45.52.255,MoralCondition_v2,2022.2.5,29.987794951322527,
19,0,19,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1194.5937501001172,1194.5937501001172,0.008555700071156025,0.09824489988386631,6.0,6.656784699764103,,,,,,,,,,,,,,,4953,Moral,2024-08-21_12h45.52.255,MoralCondition_v2,2022.2.5,29.987794951322527,
19,0,19,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1201.293664699886,1201.293664699886,0.007438899949193001,0.09800769994035363,1.0,1.824806499760598,,,,,,,,,,,,,,,4953,Moral,2024-08-21_12h45.52.255,MoralCondition_v2,2022.2.5,29.987794951322527,
19,0,19,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1203.1602658000775,1203.1602658000775,0.000694899819791317,0.09911849955096841,1.0,1.632765400223434,,,,,,,,,4953,Moral,2024-08-21_12h45.52.255,MoralCondition_v2,2022.2.5,29.987794951322527,
