loop.thisRepN,loop.thisTrialN,loop.thisN,loop.thisIndex,evaluate_all_emotions.thisRepN,evaluate_all_emotions.thisTrialN,evaluate_all_emotions.thisN,evaluate_all_emotions.thisIndex,sync_beep_1.started,p_port.started,p_port.stopped,sync_beep_2.started,sync_beep_2.stopped,sync_beep_3.started,sync_beep_3.stopped,sync_beep_4.started,sync_beep_4.stopped,baseline.started,p_port_2.started,p_port_2.stopped,baseline.stopped,p_port_3.started,Game_Start_Text.started,p_port_4.started,p_port_4.stopped,key_resp.started,key_resp.keys,key_resp.rt,fixation_cross.started,p_port_5.started,p_port_5.stopped,fixation_cross.stopped,p_port_6.started,player_image_intro.started,player_name_intro.started,p_port_7.started,p_port_7.stopped,p_port_8.started,player_image_offer.started,player_name_offer.started,proposed_split.started,p_port_9.started,p_port_9.stopped,proposed_split.stopped,accept_reject.started,p_port_15.started,p_port_15.stopped,accept_reject.stopped,p_port_10.started,arrow_instructions.started,offer_choice.started,p_port_11.started,p_port_11.stopped,offer_choice.keys,offer_choice.rt,Instructions_Affinity_Score.started,p_port_12.started,p_port_12.stopped,Emotion_Image.started,AffinityScore.started,p_port_13.started,p_port_13.stopped,AffinityScore.response,AffinityScore.rt,Instruction.started,Moral_Disgust_Score.started,p_port_14.started,p_port_14.stopped,Moral_Disgust_Score.response,Moral_Disgust_Score.rt,p_port_6.stopped,player_image_offer.stopped,player_name_offer.stopped,player_image_intro.stopped,player_name_intro.stopped,Instructions_Affinity_Score.stopped,p_port_8.stopped,p_port_10.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,17.79852324835956,0.0008755996823310852,0.10461889998987317,18.396293849963694,18.713126699905843,19.01337644951418,19.31306489976123,19.59639344951138,19.929678599815816,19.929678599815816,0.005366599652916193,0.10480939969420433,34.94643389992416,15.021461999975145,35.04655159963295,0.021583999507129192,0.12144869985058904,35.51322599966079,space,2.3608788000419736,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3081,Moral,2024-08-26_10h29.58.124,MoralCondition_v2,2022.2.5,29.997510180712144,
13,0,13,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,989.0773551999591,0.0002929000183939934,0.09770359983667731,995.0937917996198,6.014383899979293,995.343619399704,995.343619399704,0.16051089996472,0.26428449992090464,6.030926099978387,1001.3772834995762,1001.3772834995762,1001.3772834995762,0.08732329960912466,0.1976347998715937,1007.0772751998156,1007.2770937997848,6.030966899823397,6.130787999834865,1013.2771890996955,12.03107009967789,1013.4105579997413,1013.4105579997413,0.031113199423998594,0.13082759967073798,up,1.503553899936378,1014.9770187996328,2.040015533566475e-05,0.09926619986072183,1020.9768392997794,1020.9768392997794,0.010785299818962812,0.09931860025972128,2.0,9.089363299775869,,,,,,,,1013.3770565995947,1013.3770565995947,,,1020.9768392997794,,,3081,Moral,2024-08-26_10h29.58.124,MoralCondition_v2,2022.2.5,29.997510180712144,
13,0,13,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1030.1102812997997,1030.1102812997997,0.006942300125956535,0.09800380002707243,1.0,2.5254146000370383,,,,,,,,,,,,,,,3081,Moral,2024-08-26_10h29.58.124,MoralCondition_v2,2022.2.5,29.997510180712144,
13,0,13,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1032.6771246995777,1032.6771246995777,0.0071541001088917255,0.09930190024897456,2.0,2.1262967996299267,,,,,,,,,,,,,,,3081,Moral,2024-08-26_10h29.58.124,MoralCondition_v2,2022.2.5,29.997510180712144,
13,0,13,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1034.8605247996747,1034.8605247996747,0.007361800409853458,0.11402560025453568,2.0,2.6075822999700904,,,,,,,,,,,,,,,3081,Moral,2024-08-26_10h29.58.124,MoralCondition_v2,2022.2.5,29.997510180712144,
13,0,13,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1037.4937035995536,1037.4937035995536,0.006443700287491083,0.09895320003852248,1.0,1.8268844997510314,,,,,,,,,,,,,,,3081,Moral,2024-08-26_10h29.58.124,MoralCondition_v2,2022.2.5,29.997510180712144,
13,0,13,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1039.360093999654,1039.360093999654,0.007923500146716833,0.0976408002898097,2.0,5.290957500226796,,,,,,,,,,,,,,,3081,Moral,2024-08-26_10h29.58.124,MoralCondition_v2,2022.2.5,29.997510180712144,
13,0,13,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1044.6937423995696,1044.6937423995696,0.006699299905449152,0.09905890002846718,1.0,1.8934144997037947,,,,,,,,,,,,,,,3081,Moral,2024-08-26_10h29.58.124,MoralCondition_v2,2022.2.5,29.997510180712144,
13,0,13,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1046.6270430996083,1046.6270430996083,0.0012643998488783836,0.09750369982793927,5.0,4.93081030016765,,,,,,,,,3081,Moral,2024-08-26_10h29.58.124,MoralCondition_v2,2022.2.5,29.997510180712144,
14,0,14,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,1051.5940069998614,0.00013480009511113167,0.09927040012553334,1057.5935588995926,5.999147700145841,1057.7601277995855,1057.7601277995855,0.0538673996925354,0.16585119999945164,5.999143899884075,1063.8603823999874,1063.8603823999874,1063.8603823999874,0.05303719965741038,0.16603709990158677,1069.560236599762,1069.7601888999343,5.999134399928153,6.099079399835318,1075.7601847997867,11.999122299719602,1075.8935634996742,1075.8935634996742,-7.003545761108398e-07,0.09907969972118735,up,1.9642568998970091,1077.910267799627,2.9399991035461426e-05,0.09908199962228537,1083.9099740996026,1083.9099740996026,0.009498999919742346,0.09826859971508384,3.0,6.6233315002173185,,,,,,,6.099241400137544,1075.8602499999106,1075.8602499999106,1063.7602468999103,1063.7602468999103,1083.9099740996026,6.099291400052607,12.099194999784231,3081,Moral,2024-08-26_10h29.58.124,MoralCondition_v2,2022.2.5,29.997510180712144,
14,0,14,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1090.5770038999617,1090.5770038999617,0.006672699935734272,0.09932669997215271,2.0,2.0267412001267076,,,,,,,,,,,,,,,3081,Moral,2024-08-26_10h29.58.124,MoralCondition_v2,2022.2.5,29.997510180712144,
14,0,14,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1092.6434543998912,1092.6434543998912,0.006702100392431021,0.09929480031132698,5.0,8.426880300045013,,,,,,,,,,,,,,,3081,Moral,2024-08-26_10h29.58.124,MoralCondition_v2,2022.2.5,29.997510180712144,
14,0,14,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1101.1101839998737,1101.1101839998737,0.006649299990385771,0.09898609993979335,5.0,2.226629499811679,,,,,,,,,,,,,,,3081,Moral,2024-08-26_10h29.58.124,MoralCondition_v2,2022.2.5,29.997510180712144,
14,0,14,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1103.3769321995787,1103.3769321995787,0.007221899926662445,0.09838080033659935,3.0,4.225638300180435,,,,,,,,,,,,,,,3081,Moral,2024-08-26_10h29.58.124,MoralCondition_v2,2022.2.5,29.997510180712144,
14,0,14,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1107.6435995995998,1107.6435995995998,0.00785379996523261,0.09733700007200241,1.0,1.6237085000611842,,,,,,,,,,,,,,,3081,Moral,2024-08-26_10h29.58.124,MoralCondition_v2,2022.2.5,29.997510180712144,
14,0,14,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1109.3100732997991,1109.3100732997991,0.007963199634104967,0.09814809961244464,2.0,4.724710400216281,,,,,,,,,,,,,,,3081,Moral,2024-08-26_10h29.58.124,MoralCondition_v2,2022.2.5,29.997510180712144,
14,0,14,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1114.0769180995412,1114.0769180995412,0.0016517001204192638,0.09808440040796995,3.0,3.7642898000776768,,,,,,,,,3081,Moral,2024-08-26_10h29.58.124,MoralCondition_v2,2022.2.5,29.997510180712144,
15,0,15,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,1117.8770790998824,0.0002717999741435051,0.09773880010470748,1123.8933364995755,6.0143421003594995,1124.0432342998683,1124.0432342998683,0.06430400023236871,0.16445880010724068,6.030930100008845,1130.1598930996843,1130.1598930996843,1130.1598930996843,0.06696589989587665,0.18125780019909143,1135.8599601997994,1136.0600066999905,6.014354700222611,6.1144595998339355,1142.0601722998545,12.014539199881256,1142.193290299736,1142.193290299736,0.014351299963891506,0.11422660015523434,up,2.569027100224048,1144.8266086997464,4.590023308992386e-05,0.09801150020211935,1150.8264204999432,1150.8264204999432,0.00909480033442378,0.09786750003695488,4.0,4.023232699837536,,,,,,,,1142.1431541997008,1142.1431541997008,1130.0265554999933,1130.0265554999933,1150.8264204999432,,,3081,Moral,2024-08-26_10h29.58.124,MoralCondition_v2,2022.2.5,29.997510180712144,
15,0,15,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1154.8933272999711,1154.8933272999711,0.005882000084966421,0.09860120015218854,2.0,3.49418370006606,,,,,,,,,,,,,,,3081,Moral,2024-08-26_10h29.58.124,MoralCondition_v2,2022.2.5,29.997510180712144,
15,0,15,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1158.4263859996572,1158.4263859996572,0.007706299889832735,0.09756769984960556,1.0,2.624266699887812,,,,,,,,,,,,,,,3081,Moral,2024-08-26_10h29.58.124,MoralCondition_v2,2022.2.5,29.997510180712144,
15,0,15,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1161.0931951999664,1161.0931951999664,0.008274800144135952,0.09784350031986833,4.0,2.6238038996234536,,,,,,,,,,,,,,,3081,Moral,2024-08-26_10h29.58.124,MoralCondition_v2,2022.2.5,29.997510180712144,
15,0,15,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1163.7600672999397,1163.7600672999397,0.00670409994199872,0.09794509969651699,3.0,1.892291100230068,,,,,,,,,,,,,,,3081,Moral,2024-08-26_10h29.58.124,MoralCondition_v2,2022.2.5,29.997510180712144,
15,0,15,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1165.6932939998806,1165.6932939998806,0.006798299960792065,0.0990327000617981,3.0,7.026760699693114,,,,,,,,,,,,,,,3081,Moral,2024-08-26_10h29.58.124,MoralCondition_v2,2022.2.5,29.997510180712144,
15,0,15,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1172.7767668999732,1172.7767668999732,0.007730300072580576,0.11448249965906143,3.0,2.0743815996684134,,,,,,,,,,,,,,,3081,Moral,2024-08-26_10h29.58.124,MoralCondition_v2,2022.2.5,29.997510180712144,
15,0,15,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1174.8763762996532,1174.8763762996532,0.0006905999034643173,0.09934519976377487,4.0,2.3662820998579264,,,,,,,,,3081,Moral,2024-08-26_10h29.58.124,MoralCondition_v2,2022.2.5,29.997510180712144,
16,0,16,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,1177.276501099579,0.00037509994581341743,0.09752159984782338,1183.25961739989,6.013995999936014,1183.4431876000017,1183.4431876000017,0.05064259981736541,0.16436089994385839,6.030806600116193,1189.576410099864,1189.576410099864,1189.576410099864,0.08237250009551644,0.1974804000928998,1195.2763860998675,1195.4764430997893,6.030771399848163,6.130851899739355,1201.476419399958,12.030834800098091,1201.6097747995518,1201.6097747995518,0.031020499765872955,0.13072939962148666,up,1.4250224996358156,1203.076572299935,6.600003689527512e-05,0.09783460013568401,1209.1099632997066,1209.1099632997066,0.025700599886476994,0.13119750004261732,4.0,13.373073200229555,,,,,,,6.097356799989939,1201.576390599832,1201.576390599832,1189.443099399563,1189.443099399563,,,,3081,Moral,2024-08-26_10h29.58.124,MoralCondition_v2,2022.2.5,29.997510180712144,
16,0,16,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1222.5095141995698,1222.5095141995698,0.0067425998859107494,0.09898840030655265,2.0,5.426985300146043,,,,,,,,,,,,,,,3081,Moral,2024-08-26_10h29.58.124,MoralCondition_v2,2022.2.5,29.997510180712144,
16,0,16,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1227.9929563999176,1227.9929563999176,0.01005320018157363,0.11439230013638735,2.0,3.105223999824375,,,,,,,,,,,,,,,3081,Moral,2024-08-26_10h29.58.124,MoralCondition_v2,2022.2.5,29.997510180712144,
16,0,16,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1231.1261448999867,1231.1261448999867,0.006902399938553572,0.09928950015455484,2.0,1.7933258996345103,,,,,,,,,,,,,,,3081,Moral,2024-08-26_10h29.58.124,MoralCondition_v2,2022.2.5,29.997510180712144,
16,0,16,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1232.9596111997962,1232.9596111997962,0.007129599805921316,0.09926899988204241,1.0,2.02675070008263,,,,,,,,,,,,,,,3081,Moral,2024-08-26_10h29.58.124,MoralCondition_v2,2022.2.5,29.997510180712144,
16,0,16,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1235.026316699572,1235.026316699572,0.006644499953836203,0.09943420020863414,1.0,1.3938174000941217,,,,,,,,,,,,,,,3081,Moral,2024-08-26_10h29.58.124,MoralCondition_v2,2022.2.5,29.997510180712144,
16,0,16,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1236.459616899956,1236.459616899956,0.007964800111949444,0.09752009995281696,2.0,1.9906099000945687,,,,,,,,,,,,,,,3081,Moral,2024-08-26_10h29.58.124,MoralCondition_v2,2022.2.5,29.997510180712144,
16,0,16,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1238.4929777998477,1238.4929777998477,0.0012874999083578587,0.09793070005252957,4.0,7.331210100091994,,,,,,,,,3081,Moral,2024-08-26_10h29.58.124,MoralCondition_v2,2022.2.5,29.997510180712144,
17,0,17,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,1245.8597261998802,0.0001596999354660511,0.09912020014598966,1251.8595322999172,5.999092400074005,1252.0262824995443,1252.0262824995443,0.06278980011120439,0.16607729997485876,5.999226899817586,1258.1261946996674,1258.1261946996674,1258.1261946996674,0.05963880009949207,0.16578459972515702,1263.826190199703,1264.0261689997278,5.999134500045329,6.0990724000148475,1270.0261378996074,11.999095399864018,1270.1595493997447,1270.1595493997447,2.1999701857566833e-05,0.09940119972452521,up,1.4748362000100315,1271.6761388997547,4.409998655319214e-05,0.09770449995994568,1277.6763593996875,1277.6763593996875,0.009185700211673975,0.09767610020935535,2.0,6.1061040996573865,,,,,,,6.0991508001461625,1270.126141099725,1270.126141099725,1258.0262093995698,1258.0262093995698,1277.6763593996875,6.099186200182885,12.099110799841583,3081,Moral,2024-08-26_10h29.58.124,MoralCondition_v2,2022.2.5,29.997510180712144,
17,0,17,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1283.8259307998233,1283.8259307998233,0.0071181003004312515,0.0973546002060175,2.0,1.1582088000141084,,,,,,,,,,,,,,,3081,Moral,2024-08-26_10h29.58.124,MoralCondition_v2,2022.2.5,29.997510180712144,
17,0,17,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1285.0260889995843,1285.0260889995843,0.007480599917471409,0.09779840009287,2.0,2.0914841000922024,,,,,,,,,,,,,,,3081,Moral,2024-08-26_10h29.58.124,MoralCondition_v2,2022.2.5,29.997510180712144,
17,0,17,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1287.1595460996032,1287.1595460996032,0.0065864999778568745,0.0991434003226459,2.0,4.960705700330436,,,,,,,,,,,,,,,3081,Moral,2024-08-26_10h29.58.124,MoralCondition_v2,2022.2.5,29.997510180712144,
17,0,17,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1292.1762941996567,1292.1762941996567,0.008300699759274721,0.11426860000938177,3.0,1.9071424999274313,,,,,,,,,,,,,,,3081,Moral,2024-08-26_10h29.58.124,MoralCondition_v2,2022.2.5,29.997510180712144,
17,0,17,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1294.1093784999102,1294.1093784999102,0.007512299809604883,0.09776279982179403,2.0,1.258036999963224,,,,,,,,,,,,,,,3081,Moral,2024-08-26_10h29.58.124,MoralCondition_v2,2022.2.5,29.997510180712144,
17,0,17,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1295.4261010996997,1295.4261010996997,0.008438600227236748,0.11434200033545494,1.0,1.273566999938339,,,,,,,,,,,,,,,3081,Moral,2024-08-26_10h29.58.124,MoralCondition_v2,2022.2.5,29.997510180712144,
17,0,17,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1296.7260751998983,1296.7260751998983,0.001172100193798542,0.09794330038130283,5.0,6.1986287999898195,,,,,,,,,3081,Moral,2024-08-26_10h29.58.124,MoralCondition_v2,2022.2.5,29.997510180712144,
18,0,18,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,1302.9595737997442,0.00026979995891451836,0.09796499973163009,1308.9592001996934,6.03097919980064,1309.14271119982,1309.14271119982,0.07905909977853298,0.18131170002743602,6.014470199588686,1315.242814600002,1315.242814600002,1315.242814600002,0.07499559968709946,0.1810883996076882,1320.9425720996223,1321.1426377999596,6.014484899584204,6.114446199499071,1327.1425667000003,12.014439499936998,1327.2759338999167,1327.2759338999167,0.014577299822121859,0.11448529968038201,up,2.142228300217539,1329.4594044997357,4.020007327198982e-05,0.09790270030498505,1335.47585789999,1335.47585789999,0.02522160019725561,0.11475090030580759,2.0,3.191095999907702,,,,,,,,1327.242585199885,1327.242585199885,1315.1427346998826,1315.1427346998826,,,,3081,Moral,2024-08-26_10h29.58.124,MoralCondition_v2,2022.2.5,29.997510180712144,
18,0,18,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1338.7261397996917,1338.7261397996917,0.008295099716633558,0.11455139983445406,3.0,1.4742750995792449,,,,,,,,,,,,,,,3081,Moral,2024-08-26_10h29.58.124,MoralCondition_v2,2022.2.5,29.997510180712144,
18,0,18,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1340.2257791999727,1340.2257791999727,0.007419000379741192,0.09753260016441345,2.0,2.4577433997765183,,,,,,,,,,,,,,,3081,Moral,2024-08-26_10h29.58.124,MoralCondition_v2,2022.2.5,29.997510180712144,
18,0,18,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1342.7258389997296,1342.7258389997296,0.006642899941653013,0.09915120014920831,2.0,2.9935905998572707,,,,,,,,,,,,,,,3081,Moral,2024-08-26_10h29.58.124,MoralCondition_v2,2022.2.5,29.997510180712144,
18,0,18,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1345.7591621996835,1345.7591621996835,0.006901399698108435,0.09954519988968968,1.0,1.9934263001196086,,,,,,,,,,,,,,,3081,Moral,2024-08-26_10h29.58.124,MoralCondition_v2,2022.2.5,29.997510180712144,
18,0,18,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1347.7925388999283,1347.7925388999283,0.007720899768173695,0.09764039982110262,1.0,1.0255442997440696,,,,,,,,,,,,,,,3081,Moral,2024-08-26_10h29.58.124,MoralCondition_v2,2022.2.5,29.997510180712144,
18,0,18,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1348.8592704995535,1348.8592704995535,0.0068258000537753105,0.09818730037659407,1.0,1.15906299976632,,,,,,,,,,,,,,,3081,Moral,2024-08-26_10h29.58.124,MoralCondition_v2,2022.2.5,29.997510180712144,
18,0,18,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1350.0591610996053,1350.0591610996053,0.0015158997848629951,0.09748609969392419,5.0,5.43061999976635,,,,,,,,,3081,Moral,2024-08-26_10h29.58.124,MoralCondition_v2,2022.2.5,29.997510180712144,
19,0,19,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,1355.5257772998884,0.0002125999890267849,0.09864469990134239,1361.5257386998273,6.031872499734163,1361.7256916998886,1361.7256916998886,0.08599439961835742,0.19876509997993708,6.031807799823582,1367.8256484996527,1367.8256484996527,1367.8256484996527,0.08738839952275157,0.1986152995377779,1373.5256824996322,1373.7257103999145,6.0318335997872055,6.131761799566448,1379.7257086997852,12.031832499895245,1379.8590498999692,1379.8590498999692,0.031978399492800236,0.13181249983608723,up,1.631849099881947,1381.5256758998148,4.150019958615303e-05,0.09760309988632798,1387.5593951996416,1387.5593951996416,0.02488690009340644,0.13088000006973743,5.0,6.740432499907911,,,,,,,,1379.8256803997792,1379.8256803997792,1367.725745299831,1367.725745299831,,,,3081,Moral,2024-08-26_10h29.58.124,MoralCondition_v2,2022.2.5,29.997510180712144,
19,0,19,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1394.3256067996845,1394.3256067996845,0.006500400137156248,0.09905900014564395,3.0,2.3601603000424802,,,,,,,,,,,,,,,3081,Moral,2024-08-26_10h29.58.124,MoralCondition_v2,2022.2.5,29.997510180712144,
19,0,19,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1396.7256694999523,1396.7256694999523,0.006567899603396654,0.09899999992921948,3.0,6.626932600047439,,,,,,,,,,,,,,,3081,Moral,2024-08-26_10h29.58.124,MoralCondition_v2,2022.2.5,29.997510180712144,
19,0,19,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1403.3924773996696,1403.3924773996696,0.006294799968600273,0.0992900999262929,1.0,2.093869300093502,,,,,,,,,,,,,,,3081,Moral,2024-08-26_10h29.58.124,MoralCondition_v2,2022.2.5,29.997510180712144,
19,0,19,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1405.5255738999695,1405.5255738999695,0.007302400190383196,0.09798619989305735,1.0,6.858496999833733,,,,,,,,,,,,,,,3081,Moral,2024-08-26_10h29.58.124,MoralCondition_v2,2022.2.5,29.997510180712144,
19,0,19,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1412.425544699654,1412.425544699654,0.0075761000625789165,0.09843479981645942,2.0,1.557966100051999,,,,,,,,,,,,,,,3081,Moral,2024-08-26_10h29.58.124,MoralCondition_v2,2022.2.5,29.997510180712144,
19,0,19,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1414.042463499587,1414.042463499587,0.007717200089246035,0.1140040997415781,2.0,3.607262700330466,,,,,,,,,,,,,,,3081,Moral,2024-08-26_10h29.58.124,MoralCondition_v2,2022.2.5,29.997510180712144,
19,0,19,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1417.6757415998727,1417.6757415998727,0.0011032000184059143,0.09801460010930896,3.0,4.498410699889064,,,,,,,,,3081,Moral,2024-08-26_10h29.58.124,MoralCondition_v2,2022.2.5,29.997510180712144,
