loop.thisRepN,loop.thisTrialN,loop.thisN,loop.thisIndex,evaluate_all_emotions.thisRepN,evaluate_all_emotions.thisTrialN,evaluate_all_emotions.thisN,evaluate_all_emotions.thisIndex,sync_beep_1.started,p_port.started,p_port.stopped,sync_beep_2.started,sync_beep_2.stopped,sync_beep_3.started,sync_beep_3.stopped,sync_beep_4.started,sync_beep_4.stopped,baseline.started,p_port_2.started,p_port_2.stopped,baseline.stopped,p_port_3.started,Game_Start_Text.started,p_port_4.started,p_port_4.stopped,key_resp.started,key_resp.keys,key_resp.rt,fixation_cross.started,p_port_5.started,p_port_5.stopped,fixation_cross.stopped,p_port_6.started,player_image_intro.started,player_name_intro.started,p_port_7.started,p_port_7.stopped,p_port_8.started,player_image_offer.started,player_name_offer.started,proposed_split.started,p_port_9.started,p_port_9.stopped,proposed_split.stopped,accept_reject.started,p_port_15.started,p_port_15.stopped,accept_reject.stopped,p_port_10.started,arrow_instructions.started,offer_choice.started,p_port_11.started,p_port_11.stopped,offer_choice.keys,offer_choice.rt,Instructions_Affinity_Score.started,p_port_12.started,p_port_12.stopped,Emotion_Image.started,AffinityScore.started,p_port_13.started,p_port_13.stopped,AffinityScore.response,AffinityScore.rt,Instruction.started,Moral_Disgust_Score.started,p_port_14.started,p_port_14.stopped,Moral_Disgust_Score.response,Moral_Disgust_Score.rt,player_image_intro.stopped,player_name_intro.stopped,player_image_offer.stopped,player_name_offer.stopped,p_port_10.stopped,Instructions_Affinity_Score.stopped,p_port_6.stopped,p_port_8.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,14.50981165813282,0.0008323001675307751,0.11025239992886782,15.108413640223443,15.425084300339222,15.725328340008854,16.025111200287938,16.308404640108346,16.62502280017361,16.62502280017361,0.02698149997740984,0.12696370016783476,31.62504980014637,15.027027899865061,31.758376500103623,0.02716560009866953,0.1269791000522673,32.225121000315994,space,2.1930048996582627,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5854,Moral,2025-02-20_20h17.17.811,MoralCondition_v2,2022.2.5,29.999310003631276,
14,0,14,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,892.1894732001238,892.1894732001238,0.00751699972897768,0.09794589970260859,1.0,1.8916827999055386,,,,,,,,,,,,,,,5854,Moral,2025-02-20_20h17.17.811,MoralCondition_v2,2022.2.5,29.999310003631276,
14,0,14,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,894.1228856001981,894.1228856001981,0.007343099918216467,0.09911269973963499,4.0,1.8930167998187244,,,,,,,,,,,,,,,5854,Moral,2025-02-20_20h17.17.811,MoralCondition_v2,2022.2.5,29.999310003631276,
14,0,14,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,896.056211499963,896.056211499963,0.006342899985611439,0.09919720003381371,4.0,2.0290554999373853,,,,,,,,,,,,,,,5854,Moral,2025-02-20_20h17.17.811,MoralCondition_v2,2022.2.5,29.999310003631276,
14,0,14,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,898.1227198000997,898.1227198000997,0.006787699647247791,0.09904689993709326,7.0,2.1936623002402484,,,,,,,,,,,,,,,5854,Moral,2025-02-20_20h17.17.811,MoralCondition_v2,2022.2.5,29.999310003631276,
14,0,14,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,900.356016300153,900.356016300153,0.006556100212037563,0.09945840016007423,5.0,2.5603187000378966,,,,,,,,,,,,,,,5854,Moral,2025-02-20_20h17.17.811,MoralCondition_v2,2022.2.5,29.999310003631276,
14,0,14,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,902.9563600001857,902.9563600001857,0.0013472000136971474,0.09769159974530339,1.0,7.797203599940985,,,,,,,,,5854,Moral,2025-02-20_20h17.17.811,MoralCondition_v2,2022.2.5,29.999310003631276,
15,0,15,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,910.7898051002994,0.0002926001325249672,0.09853139985352755,916.8062833002768,6.01472570002079,916.9729451001622,916.9729451001622,0.06789910001680255,0.18136279983446002,6.014589999802411,923.0727702002041,923.0727702002041,923.0727702002041,0.0666665998287499,0.18122449982911348,928.772835700307,928.9726928002201,6.014509099535644,6.114509499631822,934.9726730999537,12.014473299961537,935.1060020001605,935.1060020001605,0.014860999770462513,0.1144338995218277,up,2.1442494997754693,937.289333099965,4.4899992644786835e-05,0.09775459999218583,943.3060109000653,943.3060109000653,0.009170500095933676,0.1144599998369813,1.0,4.306120799854398,,,,,,,922.9727342003025,922.9727342003025,935.0727608003654,935.0727608003654,,943.3060109000653,,,5854,Moral,2025-02-20_20h17.17.811,MoralCondition_v2,2022.2.5,29.999310003631276,
15,0,15,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,947.6393818003125,947.6393818003125,0.0067819999530911446,0.09910670015960932,5.0,2.9266285998746753,,,,,,,,,,,,,,,5854,Moral,2025-02-20_20h17.17.811,MoralCondition_v2,2022.2.5,29.999310003631276,
15,0,15,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,950.6228681001812,950.6228681001812,0.008676800411194563,0.11422420013695955,5.0,2.14013160020113,,,,,,,,,,,,,,,5854,Moral,2025-02-20_20h17.17.811,MoralCondition_v2,2022.2.5,29.999310003631276,
15,0,15,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,952.8062372999266,952.8062372999266,0.008719599805772305,0.11405579978600144,7.0,2.3063829001039267,,,,,,,,,,,,,,,5854,Moral,2025-02-20_20h17.17.811,MoralCondition_v2,2022.2.5,29.999310003631276,
15,0,15,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,955.1394347003661,955.1394347003661,0.006701800040900707,0.0989664001390338,5.0,1.9600486000999808,,,,,,,,,,,,,,,5854,Moral,2025-02-20_20h17.17.811,MoralCondition_v2,2022.2.5,29.999310003631276,
15,0,15,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,957.1391278002411,957.1391278002411,0.007427200209349394,0.09799000015482306,7.0,1.6249693999998271,,,,,,,,,,,,,,,5854,Moral,2025-02-20_20h17.17.811,MoralCondition_v2,2022.2.5,29.999310003631276,
15,0,15,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,958.8226731000468,958.8226731000468,0.008691000286489725,0.11444380041211843,4.0,1.7734073996543884,,,,,,,,,,,,,,,5854,Moral,2025-02-20_20h17.17.811,MoralCondition_v2,2022.2.5,29.999310003631276,
15,0,15,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,960.6228628000244,960.6228628000244,0.001671799924224615,0.09720069961622357,1.0,2.93016010010615,,,,,,,,,5854,Moral,2025-02-20_20h17.17.811,MoralCondition_v2,2022.2.5,29.999310003631276,
16,0,16,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,963.5894976002164,0.00025829998776316643,0.09783739969134331,969.6059081000276,6.014483599923551,969.7724919002503,969.7724919002503,0.07697959989309311,0.18107949988916516,6.014400899875909,975.8725828002207,975.8725828002207,975.8725828002207,0.07393569964915514,0.1813402995467186,981.5725183002651,981.7724406002089,6.0143093997612596,6.114368299487978,987.7725154999644,12.014424999710172,987.9058420001529,987.9058420001529,0.01458279974758625,0.11436009965837002,up,1.2804712997749448,989.2225218000822,4.1400082409381866e-05,0.09812620002776384,995.2562159001827,995.2562159001827,0.02530129998922348,0.13154680002480745,5.0,3.9073303998447955,,,,,,,975.7725271000527,975.7725271000527,987.8725016000681,987.8725016000681,,,,,5854,Moral,2025-02-20_20h17.17.811,MoralCondition_v2,2022.2.5,29.999310003631276,
16,0,16,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999.1889887000434,999.1889887000434,0.007407700177282095,0.09767889976501465,3.0,1.9913086001761258,,,,,,,,,,,,,,,5854,Moral,2025-02-20_20h17.17.811,MoralCondition_v2,2022.2.5,29.999310003631276,
16,0,16,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1001.2394304000773,1001.2394304000773,0.010622000321745872,0.11429790034890175,5.0,1.7390103000216186,,,,,,,,,,,,,,,5854,Moral,2025-02-20_20h17.17.811,MoralCondition_v2,2022.2.5,29.999310003631276,
16,0,16,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1003.0057063000277,1003.0057063000277,0.0086470996029675,0.09785289969295263,6.0,1.4569834000431001,,,,,,,,,,,,,,,5854,Moral,2025-02-20_20h17.17.811,MoralCondition_v2,2022.2.5,29.999310003631276,
16,0,16,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1004.5228248001076,1004.5228248001076,0.008363400120288134,0.11448250012472272,7.0,1.6403986997902393,,,,,,,,,,,,,,,5854,Moral,2025-02-20_20h17.17.811,MoralCondition_v2,2022.2.5,29.999310003631276,
16,0,16,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1006.1893333001062,1006.1893333001062,0.0068040997721254826,0.09932429995387793,1.0,2.1601910004392266,,,,,,,,,,,,,,,5854,Moral,2025-02-20_20h17.17.811,MoralCondition_v2,2022.2.5,29.999310003631276,
16,0,16,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1008.3892143000849,1008.3892143000849,0.006733600050210953,0.0994254001416266,4.0,2.6601737001910806,,,,,,,,,,,,,,,5854,Moral,2025-02-20_20h17.17.811,MoralCondition_v2,2022.2.5,29.999310003631276,
16,0,16,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1011.0892851999961,1011.0892851999961,0.0016677002422511578,0.0972731001675129,1.0,2.9965555001981556,,,,,,,,,5854,Moral,2025-02-20_20h17.17.811,MoralCondition_v2,2022.2.5,29.999310003631276,
17,0,17,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,1014.1226355000399,0.00013659987598657608,0.09918610006570816,1020.139088800177,6.015771999955177,1020.3058608002029,1020.3058608002029,0.07074399990960956,0.18271500011906028,6.015714100096375,1026.4056215002201,1026.4056215002201,1026.4056215002201,0.07009979989379644,0.18240689998492599,1032.105965600349,1032.3056954001077,6.01576770003885,6.115693199913949,1038.3056771000847,12.015751000028104,1038.4390198001638,1038.4390198001638,0.01599639980122447,0.11577169969677925,up,1.6586992996744812,1040.155685200356,4.569999873638153e-05,0.09795120032504201,1046.1890112003312,1046.1890112003312,0.02585249999538064,0.13139380002394319,3.0,3.1730072000063956,,,,,,,1026.3057071003132,1026.3057071003132,1038.4057721002027,1038.4057721002027,,,,,5854,Moral,2025-02-20_20h17.17.811,MoralCondition_v2,2022.2.5,29.999310003631276,
17,0,17,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1049.4059301000088,1049.4059301000088,0.007710699923336506,0.11442149989306927,4.0,2.5410076999105513,,,,,,,,,,,,,,,5854,Moral,2025-02-20_20h17.17.811,MoralCondition_v2,2022.2.5,29.999310003631276,
17,0,17,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1051.972264900338,1051.972264900338,0.00737860007211566,0.09837140003219247,4.0,2.3585397000424564,,,,,,,,,,,,,,,5854,Moral,2025-02-20_20h17.17.811,MoralCondition_v2,2022.2.5,29.999310003631276,
17,0,17,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1054.3723071999848,1054.3723071999848,0.007284499704837799,0.0978736998513341,7.0,1.824818099848926,,,,,,,,,,,,,,,5854,Moral,2025-02-20_20h17.17.811,MoralCondition_v2,2022.2.5,29.999310003631276,
17,0,17,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1056.239223500248,1056.239223500248,0.0076421997509896755,0.09759029978886247,2.0,1.9240963999181986,,,,,,,,,,,,,,,5854,Moral,2025-02-20_20h17.17.811,MoralCondition_v2,2022.2.5,29.999310003631276,
17,0,17,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1058.222557200119,1058.222557200119,0.008357400074601173,0.11384449992328882,1.0,1.4733243002556264,,,,,,,,,,,,,,,5854,Moral,2025-02-20_20h17.17.811,MoralCondition_v2,2022.2.5,29.999310003631276,
17,0,17,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1059.7388785001822,1059.7388785001822,0.00960719957947731,0.11403389973565936,2.0,1.30555190006271,,,,,,,,,,,,,,,5854,Moral,2025-02-20_20h17.17.811,MoralCondition_v2,2022.2.5,29.999310003631276,
17,0,17,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1061.0723830000497,1061.0723830000497,0.0006605000235140324,0.09922980004921556,7.0,2.86672170041129,,,,,,,,,5854,Moral,2025-02-20_20h17.17.811,MoralCondition_v2,2022.2.5,29.999310003631276,
18,0,18,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,1063.972488600295,0.0002962001599371433,0.09808630030602217,1069.988869199995,6.0148269003257155,1070.1554197999649,1070.1554197999649,0.079339399933815,0.1812072000466287,6.014989200048149,1076.2555260001682,1076.2555260001682,1076.2555260001682,0.08216660004109144,0.18124329997226596,1081.9557229001075,1082.1553454003297,6.014477000106126,6.114524399861693,1088.1555369002745,12.01468349993229,1088.2888647001237,1088.2888647001237,0.014739600010216236,0.11465570004656911,up,2.3375734998844564,1090.6720179002732,1.0999850928783417e-05,0.0989772998727858,1096.6887839999981,1096.6887839999981,0.026421899907290936,0.1154517000541091,1.0,6.490234300028533,,,,,,,1076.138942700345,1076.138942700345,1088.2554697003216,1088.2554697003216,,,,,5854,Moral,2025-02-20_20h17.17.811,MoralCondition_v2,2022.2.5,29.999310003631276,
18,0,18,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1103.222083600238,1103.222083600238,0.00747469998896122,0.0972980996593833,5.0,1.7577407001517713,,,,,,,,,,,,,,,5854,Moral,2025-02-20_20h17.17.811,MoralCondition_v2,2022.2.5,29.999310003631276,
18,0,18,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1105.0220423000865,1105.0220423000865,0.007142700254917145,0.0993626001290977,5.0,1.5264330999925733,,,,,,,,,,,,,,,5854,Moral,2025-02-20_20h17.17.811,MoralCondition_v2,2022.2.5,29.999310003631276,
18,0,18,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1106.588894800283,1106.588894800283,0.007651799824088812,0.09741130005568266,7.0,1.757242300081998,,,,,,,,,,,,,,,5854,Moral,2025-02-20_20h17.17.811,MoralCondition_v2,2022.2.5,29.999310003631276,
18,0,18,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1108.40571500035,1108.40571500035,0.007781099993735552,0.11417119996622205,6.0,1.6406982997432351,,,,,,,,,,,,,,,5854,Moral,2025-02-20_20h17.17.811,MoralCondition_v2,2022.2.5,29.999310003631276,
18,0,18,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1110.0720752999187,1110.0720752999187,0.007288999855518341,0.09794940007850528,5.0,1.658377599902451,,,,,,,,,,,,,,,5854,Moral,2025-02-20_20h17.17.811,MoralCondition_v2,2022.2.5,29.999310003631276,
18,0,18,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1111.7719841003418,1111.7719841003418,0.006770499981939793,0.09921569982543588,4.0,1.5267522996291518,,,,,,,,,,,,,,,5854,Moral,2025-02-20_20h17.17.811,MoralCondition_v2,2022.2.5,29.999310003631276,
18,0,18,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1113.3386405003257,1113.3386405003257,0.002170099876821041,0.09754629991948605,1.0,4.029775300063193,,,,,,,,,5854,Moral,2025-02-20_20h17.17.811,MoralCondition_v2,2022.2.5,29.999310003631276,
19,0,19,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,1117.4054434001446,0.0002578999847173691,0.09843689994886518,1123.42203540029,6.0151030998677015,1123.5886853002012,1123.5886853002012,0.07043559988960624,0.18194840010255575,6.015044699888676,1129.6887469999492,1129.6887469999492,1129.6887469999492,0.06999500002712011,0.18196549965068698,1135.388637199998,1135.5886625000276,6.015076600015163,6.11536779999733,1141.588702100329,12.015132899861783,1141.722096499987,1141.722096499987,0.01525129983201623,0.11500119976699352,up,2.967851399909705,1144.7386043001898,3.7599820643663406e-05,0.09808869985863566,1150.7721478999592,1150.7721478999592,0.026232399977743626,0.13142580026760697,5.0,2.906149999704212,,,,,,,1129.5888865003362,1129.5888865003362,1141.6886758003384,1141.6886758003384,,,,,5854,Moral,2025-02-20_20h17.17.811,MoralCondition_v2,2022.2.5,29.999310003631276,
19,0,19,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1153.705409300048,1153.705409300048,0.007112899795174599,0.09893149975687265,6.0,1.9600515998899937,,,,,,,,,,,,,,,5854,Moral,2025-02-20_20h17.17.811,MoralCondition_v2,2022.2.5,29.999310003631276,
19,0,19,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1155.7050240002573,1155.7050240002573,0.009436999913305044,0.09710610006004572,5.0,1.8557662996463478,,,,,,,,,,,,,,,5854,Moral,2025-02-20_20h17.17.811,MoralCondition_v2,2022.2.5,29.999310003631276,
19,0,19,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1157.6052950001322,1157.6052950001322,0.00684039993211627,0.09930719994008541,4.0,2.794088799972087,,,,,,,,,,,,,,,5854,Moral,2025-02-20_20h17.17.811,MoralCondition_v2,2022.2.5,29.999310003631276,
19,0,19,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1160.4386701001786,1160.4386701001786,0.007561699952930212,0.09839889965951443,6.0,2.125107899773866,,,,,,,,,,,,,,,5854,Moral,2025-02-20_20h17.17.811,MoralCondition_v2,2022.2.5,29.999310003631276,
19,0,19,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1162.6052322001196,1162.6052322001196,0.006457899697124958,0.09926920011639595,3.0,2.093727200292051,,,,,,,,,,,,,,,5854,Moral,2025-02-20_20h17.17.811,MoralCondition_v2,2022.2.5,29.999310003631276,
19,0,19,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1164.7386169000529,1164.7386169000529,0.008089200127869844,0.09795450000092387,1.0,2.5241252998821437,,,,,,,,,,,,,,,5854,Moral,2025-02-20_20h17.17.811,MoralCondition_v2,2022.2.5,29.999310003631276,
19,0,19,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1167.3051109001972,1167.3051109001972,0.0009476998820900917,0.09867929993197322,1.0,3.1325268000364304,,,,,,,,,5854,Moral,2025-02-20_20h17.17.811,MoralCondition_v2,2022.2.5,29.999310003631276,
