loop.thisRepN,loop.thisTrialN,loop.thisN,loop.thisIndex,evaluate_all_emotions.thisRepN,evaluate_all_emotions.thisTrialN,evaluate_all_emotions.thisN,evaluate_all_emotions.thisIndex,sync_beep_1.started,p_port.started,p_port.stopped,sync_beep_1.stopped,sync_beep_2.started,sync_beep_2.stopped,sync_beep_3.started,sync_beep_3.stopped,sync_beep_4.started,sync_beep_4.stopped,baseline.started,p_port_2.started,p_port_2.stopped,baseline.stopped,p_port_3.started,Game_Start_Text.started,p_port_4.started,p_port_4.stopped,key_resp.started,key_resp.keys,key_resp.rt,fixation_cross.started,p_port_5.started,p_port_5.stopped,fixation_cross.stopped,p_port_6.started,player_image_intro.started,player_name_intro.started,p_port_7.started,p_port_7.stopped,p_port_8.started,player_image_offer.started,player_name_offer.started,proposed_split.started,p_port_9.started,p_port_9.stopped,proposed_split.stopped,accept_reject.started,p_port_15.started,p_port_15.stopped,accept_reject.stopped,p_port_10.started,arrow_instructions.started,offer_choice.started,p_port_11.started,p_port_11.stopped,offer_choice.keys,offer_choice.rt,Instructions_Affinity_Score.started,p_port_12.started,p_port_12.stopped,Instructions_Affinity_Score.stopped,Emotion_Image.started,AffinityScore.started,p_port_13.started,p_port_13.stopped,AffinityScore.response,AffinityScore.rt,Instruction.started,Moral_Disgust_Score.started,p_port_14.started,p_port_14.stopped,Moral_Disgust_Score.response,Moral_Disgust_Score.rt,player_image_intro.stopped,player_name_intro.stopped,player_image_offer.stopped,player_name_offer.stopped,p_port_8.stopped,p_port_10.stopped,p_port_6.stopped,participant,session,date,expName,psychopyVersion,frameRate,
1,0,1,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,144.26307410001755,144.26307410001755,0.008090000599622726,0.09823570027947426,2.0,1.2581289000809193,,,,,,,,,,,,,,8576,Moral,2024-06-14_13h31.37.522,MoralCondition_v2,2022.2.5,30.000822063709386,
1,0,1,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,145.5631999988109,145.5631999988109,0.007083199918270111,0.09929629974067211,2.0,1.1597959995269775,,,,,,,,,,,,,,8576,Moral,2024-06-14_13h31.37.522,MoralCondition_v2,2022.2.5,30.000822063709386,
1,0,1,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,146.76293789967895,146.76293789967895,0.00640299916267395,0.09915649890899658,2.0,1.4270479995757341,,,,,,,,,,,,,,8576,Moral,2024-06-14_13h31.37.522,MoralCondition_v2,2022.2.5,30.000822063709386,
1,0,1,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,148.2464502993971,148.2464502993971,0.007676800712943077,0.11418100073933601,2.0,1.707405000925064,,,,,,,,,,,,,,8576,Moral,2024-06-14_13h31.37.522,MoralCondition_v2,2022.2.5,30.000822063709386,
1,0,1,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,149.97994009964168,149.97994009964168,0.00784200057387352,0.09779169969260693,2.0,3.2912944983690977,,,,,,,,,,,,,,8576,Moral,2024-06-14_13h31.37.522,MoralCondition_v2,2022.2.5,30.000822063709386,
1,0,1,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,153.3130750991404,153.3130750991404,0.007355000823736191,0.09763769991695881,2.0,1.8582229986786842,,,,,,,,,,,,,,8576,Moral,2024-06-14_13h31.37.522,MoralCondition_v2,2022.2.5,30.000822063709386,
1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,155.21312819980085,155.21312819980085,0.0007493998855352402,0.09901899844408035,4.0,3.632853200659156,,,,,,,,8576,Moral,2024-06-14_13h31.37.522,MoralCondition_v2,2022.2.5,30.000822063709386,
2,0,2,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,158.87998079881072,0.00013689883053302765,0.09923340007662773,164.89648599922657,6.015934599563479,165.09652619995177,165.09652619995177,0.1123002003878355,0.2160458005964756,6.0161045007407665,171.1632605995983,171.1632605995983,171.1632605995983,0.07568100094795227,0.1827913001179695,176.86309329979122,177.0633519999683,6.016272399574518,6.115959700196981,183.06336729973555,12.016254400834441,183.19667269848287,183.19667269848287,0.016244901344180107,0.11619050055742264,down,2.2839678023010492,185.52977089956403,4.1600316762924194e-05,0.09748199954628944,,191.56308029964566,191.56308029964566,0.026712000370025635,0.1309730000793934,5.0,5.771969601511955,,,,,,,,,183.16318199969828,183.16318199969828,,,,8576,Moral,2024-06-14_13h31.37.522,MoralCondition_v2,2022.2.5,30.000822063709386,
2,0,2,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,197.36295729875565,197.36295729875565,0.006429700180888176,0.09924700111150742,5.0,2.227311599999666,,,,,,,,,,,,,,8576,Moral,2024-06-14_13h31.37.522,MoralCondition_v2,2022.2.5,30.000822063709386,
2,0,2,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,199.629923498258,199.629923498258,0.008019300177693367,0.09828680008649826,5.0,4.858168199658394,,,,,,,,,,,,,,8576,Moral,2024-06-14_13h31.37.522,MoralCondition_v2,2022.2.5,30.000822063709386,
2,0,2,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,204.52976619824767,204.52976619824767,0.006959499791264534,0.09798550046980381,5.0,4.025395298376679,,,,,,,,,,,,,,8576,Moral,2024-06-14_13h31.37.522,MoralCondition_v2,2022.2.5,30.000822063709386,
2,0,2,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,208.59634009934962,208.59634009934962,0.005499700084328651,0.099253099411726,4.0,2.394948799163103,,,,,,,,,,,,,,8576,Moral,2024-06-14_13h31.37.522,MoralCondition_v2,2022.2.5,30.000822063709386,
2,0,2,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,211.02995029836893,211.02995029836893,0.006836799904704094,0.09739429876208305,2.0,5.824996501207352,,,,,,,,,,,,,,8576,Moral,2024-06-14_13h31.37.522,MoralCondition_v2,2022.2.5,30.000822063709386,
2,0,2,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,216.91321489959955,216.91321489959955,0.008051499724388123,0.11427699960768223,2.0,1.3404495995491743,,,,,,,,,,,,,,8576,Moral,2024-06-14_13h31.37.522,MoralCondition_v2,2022.2.5,30.000822063709386,
2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,218.2797615993768,218.2797615993768,0.0013137012720108032,0.09813300147652626,3.0,8.93134449981153,,,,,,,,8576,Moral,2024-06-14_13h31.37.522,MoralCondition_v2,2022.2.5,30.000822063709386,
3,0,3,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,227.24655609950423,0.0002647005021572113,0.0977886002510786,233.24643569998443,6.031038101762533,233.47963029891253,233.47963029891253,0.11591630056500435,0.2310331016778946,6.031014900654554,239.5464805997908,239.5464805997908,239.5464805997908,0.0932788010686636,0.19783920235931873,245.24647029861808,245.44647619873285,6.031095301732421,6.130991602316499,251.446516899392,12.031113902106881,251.5797869991511,251.5797869991511,0.031246302649378777,0.13106570206582546,up,1.48474040068686,253.12980039976537,9.150058031082153e-05,0.09786880016326904,259.14671240001917,259.14671240001917,259.14671240001917,0.009099701419472694,0.11463590152561665,2.0,2.706647399812937,,,,,,,,,251.54645149968565,251.54645149968565,,,,8576,Moral,2024-06-14_13h31.37.522,MoralCondition_v2,2022.2.5,30.000822063709386,
3,0,3,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,261.87966649979353,261.87966649979353,0.007081599906086922,0.09867839887738228,4.0,6.0254797004163265,,,,,,,,,,,,,,8576,Moral,2024-06-14_13h31.37.522,MoralCondition_v2,2022.2.5,30.000822063709386,
3,0,3,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,267.9465961996466,267.9465961996466,0.008923498913645744,0.09681089967489243,2.0,3.2225265987217426,,,,,,,,,,,,,,8576,Moral,2024-06-14_13h31.37.522,MoralCondition_v2,2022.2.5,30.000822063709386,
3,0,3,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,271.21310739964247,271.21310739964247,0.0065680984407663345,0.09898479841649532,2.0,1.160290900617838,,,,,,,,,,,,,,8576,Moral,2024-06-14_13h31.37.522,MoralCondition_v2,2022.2.5,30.000822063709386,
3,0,3,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,272.41303229890764,272.41303229890764,0.007524600252509117,0.09781819954514503,2.0,1.25844950042665,,,,,,,,,,,,,,8576,Moral,2024-06-14_13h31.37.522,MoralCondition_v2,2022.2.5,30.000822063709386,
3,0,3,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,273.7131515983492,273.7131515983492,0.007515499368309975,0.09802459925413132,2.0,0.9583689998835325,,,,,,,,,,,,,,8576,Moral,2024-06-14_13h31.37.522,MoralCondition_v2,2022.2.5,30.000822063709386,
3,0,3,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,274.71319229900837,274.71319229900837,0.0066363997757434845,0.09923760034143925,2.0,1.8605112992227077,,,,,,,,,,,,,,8576,Moral,2024-06-14_13h31.37.522,MoralCondition_v2,2022.2.5,30.000822063709386,
3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,276.6131779998541,276.6131779998541,0.00096919946372509,0.09861239977180958,4.0,3.0322404988110065,,,,,,,,8576,Moral,2024-06-14_13h31.37.522,MoralCondition_v2,2022.2.5,30.000822063709386,
4,0,4,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,279.6802185997367,0.0001375991851091385,0.09903869964182377,285.69647569954395,6.015736699104309,285.86301489919424,285.86301489919424,0.07631419971585274,0.18239890038967133,6.015710501000285,291.96295689977705,291.96295689977705,291.96295689977705,0.07961990125477314,0.18215620145201683,297.66311019845307,297.8633934985846,6.016001300886273,6.115747500211,303.8631560988724,12.015833200886846,303.9964585993439,303.9964585993439,0.015996400266885757,0.11556050181388855,down,0.6523794028908014,304.69650659896433,4.040077328681946e-05,0.09790919907391071,310.7130847983062,310.7130847983062,310.7130847983062,0.009891999885439873,0.11460860073566437,3.0,5.339106200262904,,,,,,,291.8632052000612,291.8632052000612,303.9631740991026,303.9631740991026,,,,8576,Moral,2024-06-14_13h31.37.522,MoralCondition_v2,2022.2.5,30.000822063709386,
4,0,4,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,316.08000869862735,316.08000869862735,0.006436999887228012,0.09904460050165653,2.0,3.193699600175023,,,,,,,,,,,,,,8576,Moral,2024-06-14_13h31.37.522,MoralCondition_v2,2022.2.5,30.000822063709386,
4,0,4,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,319.3132119998336,319.3132119998336,0.0064518991857767105,0.09934110008180141,2.0,3.927342301234603,,,,,,,,,,,,,,8576,Moral,2024-06-14_13h31.37.522,MoralCondition_v2,2022.2.5,30.000822063709386,
4,0,4,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,323.2796952985227,323.2796952985227,0.0064631011337041855,0.09929910115897655,2.0,3.5269581004977226,,,,,,,,,,,,,,8576,Moral,2024-06-14_13h31.37.522,MoralCondition_v2,2022.2.5,30.000822063709386,
4,0,4,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,326.84637279994786,326.84637279994786,0.006379300728440285,0.0993559006601572,2.0,1.7938636001199484,,,,,,,,,,,,,,8576,Moral,2024-06-14_13h31.37.522,MoralCondition_v2,2022.2.5,30.000822063709386,
4,0,4,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,328.679848998785,328.679848998785,0.006616299971938133,0.09916830062866211,2.0,2.2271365001797676,,,,,,,,,,,,,,8576,Moral,2024-06-14_13h31.37.522,MoralCondition_v2,2022.2.5,30.000822063709386,
4,0,4,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,330.9469868000597,330.9469868000597,0.009463399648666382,0.09744380041956902,2.0,3.0888735000044107,,,,,,,,,,,,,,8576,Moral,2024-06-14_13h31.37.522,MoralCondition_v2,2022.2.5,30.000822063709386,
4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,334.0797079000622,334.0797079000622,0.0011946987360715866,0.09794779866933823,3.0,4.831276498734951,,,,,,,,8576,Moral,2024-06-14_13h31.37.522,MoralCondition_v2,2022.2.5,30.000822063709386,
5,0,5,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,338.9467824995518,0.00027750059962272644,0.0986056998372078,344.9631354995072,6.015191700309515,345.1299618985504,345.1299618985504,0.07658940181136131,0.18204240128397942,6.015147101134062,351.22975329868495,351.22975329868495,351.22975329868495,0.07518400065600872,0.18198700062930584,356.92996689863503,357.12982459925115,6.015190001577139,6.115111501887441,363.12980429828167,12.015190001577139,363.26315029896796,363.26315029896796,0.015341602265834808,0.11508120223879814,up,1.289002301171422,364.61316609941423,2.619996666908264e-05,0.09882180020213127,,370.6463548988104,370.6463548988104,0.0271247997879982,0.1321572009474039,2.0,3.039496500045061,,,,,,,351.1129910983145,351.1129910983145,363.2297801990062,363.2297801990062,,,,8576,Moral,2024-06-14_13h31.37.522,MoralCondition_v2,2022.2.5,30.000822063709386,
5,0,5,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,373.71316509880126,373.71316509880126,0.007180599495768547,0.09800530038774014,2.0,1.3584040999412537,,,,,,,,,,,,,,8576,Moral,2024-06-14_13h31.37.522,MoralCondition_v2,2022.2.5,30.000822063709386,
5,0,5,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,375.1129671987146,375.1129671987146,0.007504798471927643,0.09734669886529446,2.0,4.357656499370933,,,,,,,,,,,,,,8576,Moral,2024-06-14_13h31.37.522,MoralCondition_v2,2022.2.5,30.000822063709386,
5,0,5,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,379.51316079869866,379.51316079869866,0.007117399945855141,0.09800009988248348,2.0,0.9589350987225771,,,,,,,,,,,,,,8576,Moral,2024-06-14_13h31.37.522,MoralCondition_v2,2022.2.5,30.000822063709386,
5,0,5,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,380.51312389969826,380.51312389969826,0.006916500627994537,0.09902369976043701,2.0,2.193442899733782,,,,,,,,,,,,,,8576,Moral,2024-06-14_13h31.37.522,MoralCondition_v2,2022.2.5,30.000822063709386,
5,0,5,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,382.7465174999088,382.7465174999088,0.007240800186991692,0.09934959933161736,2.0,2.69284849986434,,,,,,,,,,,,,,8576,Moral,2024-06-14_13h31.37.522,MoralCondition_v2,2022.2.5,30.000822063709386,
5,0,5,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,385.47990319877863,385.47990319877863,0.008752599358558655,0.0974607989192009,2.0,0.8895578999072313,,,,,,,,,,,,,,8576,Moral,2024-06-14_13h31.37.522,MoralCondition_v2,2022.2.5,30.000822063709386,
5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,386.4132105987519,386.4132105987519,0.0012242011725902557,0.0977925006300211,4.0,2.2310664001852274,,,,,,,,8576,Moral,2024-06-14_13h31.37.522,MoralCondition_v2,2022.2.5,30.000822063709386,
6,0,6,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,388.67977389879525,0.00046200118958950043,0.09736640006303787,394.69653919897974,6.013992700725794,394.8629666995257,394.8629666995257,0.07061940059065819,0.18068750202655792,6.014045001938939,400.963318599388,400.963318599388,400.963318599388,0.06908140145242214,0.18087630160152912,406.6631218995899,406.86309969983995,6.0140493009239435,6.114254500716925,412.8630919996649,12.014039101079106,412.979631498456,412.979631498456,0.01399180106818676,0.09732300229370594,up,1.317398302257061,414.3465299997479,6.010010838508606e-05,0.09800419956445694,,420.36292509920895,420.36292509920895,0.025417599827051163,0.11471839994192123,2.0,2.7570203002542257,,,,,,,400.8463421985507,400.8463421985507,412.9462351985276,412.9462351985276,,,,8576,Moral,2024-06-14_13h31.37.522,MoralCondition_v2,2022.2.5,30.000822063709386,
6,0,6,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,423.16319709829986,423.16319709829986,0.0078116003423929214,0.09845979884266853,2.0,1.8253696002066135,,,,,,,,,,,,,,8576,Moral,2024-06-14_13h31.37.522,MoralCondition_v2,2022.2.5,30.000822063709386,
6,0,6,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,425.0298289991915,425.0298289991915,0.0073764994740486145,0.09750409983098507,2.0,0.6579153016209602,,,,,,,,,,,,,,8576,Moral,2024-06-14_13h31.37.522,MoralCondition_v2,2022.2.5,30.000822063709386,
6,0,6,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,425.7465391997248,425.7465391997248,0.011795300990343094,0.11534610018134117,2.0,1.1376642994582653,,,,,,,,,,,,,,8576,Moral,2024-06-14_13h31.37.522,MoralCondition_v2,2022.2.5,30.000822063709386,
6,0,6,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,426.9128896985203,426.9128896985203,0.0076493993401527405,0.0978322010487318,2.0,1.05788859911263,,,,,,,,,,,,,,8576,Moral,2024-06-14_13h31.37.522,MoralCondition_v2,2022.2.5,30.000822063709386,
6,0,6,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,428.01306709833443,428.01306709833443,0.0067392997443675995,0.09911289997398853,2.0,0.8601605985313654,,,,,,,,,,,,,,8576,Moral,2024-06-14_13h31.37.522,MoralCondition_v2,2022.2.5,30.000822063709386,
6,0,6,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,428.9131763987243,428.9131763987243,0.0065567996352910995,0.09921040013432503,2.0,1.3934923000633717,,,,,,,,,,,,,,8576,Moral,2024-06-14_13h31.37.522,MoralCondition_v2,2022.2.5,30.000822063709386,
6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,430.34671049937606,430.34671049937606,0.0018740985542535782,0.09813569858670235,4.0,2.0305410996079445,,,,,,,,8576,Moral,2024-06-14_13h31.37.522,MoralCondition_v2,2022.2.5,30.000822063709386,
7,0,7,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,432.4133628997952,0.0002546999603509903,0.09777979925274849,438.42974959872663,6.014432899653912,438.6133802998811,438.6133802998811,0.08258099853992462,0.1979402992874384,6.031048400327563,444.71291719935834,444.71291719935834,444.71291719935834,0.08559739962220192,0.19792249985039234,450.4131098985672,450.6133874990046,6.031425500288606,6.131166499108076,456.61297599971294,12.031064100563526,456.7464862987399,456.7464862987399,0.03141389973461628,0.13135370053350925,down,1.2865753024816513,458.079761499539,4.560127854347229e-05,0.0980015005916357,464.09654299914837,464.09654299914837,464.09654299914837,0.009576400741934776,0.11454450152814388,2.0,9.272653000429273,,,,,,,444.61323929950595,444.61323929950595,456.7132152989507,456.7132152989507,,,,8576,Moral,2024-06-14_13h31.37.522,MoralCondition_v2,2022.2.5,30.000822063709386,
7,0,7,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,473.3963621985167,473.3963621985167,0.006509700790047646,0.09901859983801842,2.0,1.6604229994118214,,,,,,,,,,,,,,8576,Moral,2024-06-14_13h31.37.522,MoralCondition_v2,2022.2.5,30.000822063709386,
