loop.thisRepN,loop.thisTrialN,loop.thisN,loop.thisIndex,evaluate_all_emotions.thisRepN,evaluate_all_emotions.thisTrialN,evaluate_all_emotions.thisN,evaluate_all_emotions.thisIndex,sync_beep_1.started,p_port.started,p_port.stopped,sync_beep_1.stopped,sync_beep_2.started,sync_beep_2.stopped,sync_beep_3.started,sync_beep_3.stopped,sync_beep_4.started,sync_beep_4.stopped,baseline.started,p_port_2.started,p_port_2.stopped,baseline.stopped,p_port_3.started,Game_Start_Text.started,p_port_4.started,p_port_4.stopped,key_resp.started,key_resp.keys,key_resp.rt,fixation_cross.started,p_port_5.started,p_port_5.stopped,fixation_cross.stopped,p_port_6.started,player_image_intro.started,player_name_intro.started,p_port_7.started,p_port_7.stopped,p_port_8.started,player_image_offer.started,player_name_offer.started,proposed_split.started,p_port_9.started,p_port_9.stopped,proposed_split.stopped,accept_reject.started,p_port_15.started,p_port_15.stopped,accept_reject.stopped,p_port_10.started,player_image_offer.stopped,player_name_offer.stopped,arrow_instructions.started,offer_choice.started,p_port_11.started,p_port_11.stopped,offer_choice.keys,offer_choice.rt,Instructions_Affinity_Score.started,p_port_12.started,p_port_12.stopped,Emotion_Image.started,AffinityScore.started,p_port_13.started,p_port_13.stopped,AffinityScore.response,AffinityScore.rt,Instruction.started,Moral_Disgust_Score.started,p_port_14.started,p_port_14.stopped,Moral_Disgust_Score.response,Moral_Disgust_Score.rt,Instructions_Affinity_Score.stopped,p_port_6.stopped,player_image_intro.stopped,player_name_intro.stopped,p_port_8.stopped,p_port_10.stopped,participant,session,date,expName,psychopyVersion,frameRate,
14,0,14,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,660.5659244998824,0.00026210001669824123,0.09711860003881156,666.5659072999842,6.030938599957153,666.7656427999027,666.7656427999027,0.08466489985585213,0.19758829986676574,6.0306636998429894,672.8490452000406,672.8490452000406,672.8490452000406,0.06720569985918701,0.181160899810493,678.5491310998332,678.7489671998192,6.0139899998903275,6.114171599969268,684.748987799976,12.014005499891937,684.8321217000484,684.8321217000484,684.8822873998433,684.8822873998433,0.013916499679908156,0.11390749970450997,up,1.348426700104028,686.2656205999665,4.2800093069672585e-05,0.09752760012634099,692.2823783999775,692.2823783999775,0.008195600006729364,0.11409449996426702,7.0,1.9906907000113279,,,,,,,692.2823783999775,,672.74879959994,672.74879959994,,,671,Moral,2024-03-15_17h16.06.447,MoralCondition_v2,2022.2.5,30.00032700954687,
14,0,14,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,694.2987820999697,694.2987820999697,0.006631199968978763,0.09916360001079738,1.0,1.2602499998174608,,,,,,,,,,,,,671,Moral,2024-03-15_17h16.06.447,MoralCondition_v2,2022.2.5,30.00032700954687,
14,0,14,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,695.5989780998789,695.5989780998789,0.007636199938133359,0.09795679990202188,1.0,0.2579979000147432,,,,,,,,,,,,,671,Moral,2024-03-15_17h16.06.447,MoralCondition_v2,2022.2.5,30.00032700954687,
14,0,14,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,695.8988323998637,695.8988323998637,0.007112100021913648,0.09795710002072155,1.0,0.2920116998720914,,,,,,,,,,,,,671,Moral,2024-03-15_17h16.06.447,MoralCondition_v2,2022.2.5,30.00032700954687,
14,0,14,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,696.2322311999742,696.2322311999742,0.007231799885630608,0.09763689991086721,1.0,0.35819429997354746,,,,,,,,,,,,,671,Moral,2024-03-15_17h16.06.447,MoralCondition_v2,2022.2.5,30.00032700954687,
14,0,14,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,696.6324509999249,696.6324509999249,0.006691500078886747,0.09911589999683201,1.0,0.46018710010685027,,,,,,,,,,,,,671,Moral,2024-03-15_17h16.06.447,MoralCondition_v2,2022.2.5,30.00032700954687,
14,0,14,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,697.1320892998483,697.1320892998483,0.007333100074902177,0.09837769996374846,1.0,0.4588250999804586,,,,,,,,,,,,,671,Moral,2024-03-15_17h16.06.447,MoralCondition_v2,2022.2.5,30.00032700954687,
14,0,14,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,697.6324550998397,697.6324550998397,0.0008270000107586384,0.09901520004495978,7.0,1.899506099987775,,,,,,,671,Moral,2024-03-15_17h16.06.447,MoralCondition_v2,2022.2.5,30.00032700954687,
15,0,15,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,699.5658851999324,0.0002987000625580549,0.09733150014653802,705.5655550998636,6.030675300164148,705.7657423999626,705.7657423999626,0.08498560008592904,0.19736240012571216,6.030605100095272,711.8657176999841,711.8657176999841,711.8657176999841,0.08435739995911717,0.1974251999054104,717.565484700026,717.7654168000445,6.030434199841693,6.130359699949622,723.7654891000129,12.03057729988359,723.8655995998997,723.8655995998997,723.8989903999027,723.8989903999027,0.03087759972549975,0.13065859978087246,up,1.9313107999041677,725.865491699893,3.269989974796772e-05,0.09928860003128648,731.8821315998212,731.8821315998212,0.013013900024816394,0.1160401999950409,7.0,1.637243099976331,,,,,,,731.8821315998212,,711.7655511000194,711.7655511000194,,,671,Moral,2024-03-15_17h16.06.447,MoralCondition_v2,2022.2.5,30.00032700954687,
15,0,15,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,733.5657424000092,733.5657424000092,0.007836000062525272,0.11409000004641712,1.0,1.2406672001816332,,,,,,,,,,,,,671,Moral,2024-03-15_17h16.06.447,MoralCondition_v2,2022.2.5,30.00032700954687,
15,0,15,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,734.8321668000426,734.8321668000426,0.006311799865216017,0.09932329994626343,1.0,0.22724150004796684,,,,,,,,,,,,,671,Moral,2024-03-15_17h16.06.447,MoralCondition_v2,2022.2.5,30.00032700954687,
15,0,15,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,735.1154524998274,735.1154524998274,0.008379500126466155,0.11423230008222163,1.0,0.17356399982236326,,,,,,,,,,,,,671,Moral,2024-03-15_17h16.06.447,MoralCondition_v2,2022.2.5,30.00032700954687,
15,0,15,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,735.3156433999538,735.3156433999538,0.00871319998987019,0.09918420016765594,1.0,0.5917769998777658,,,,,,,,,,,,,671,Moral,2024-03-15_17h16.06.447,MoralCondition_v2,2022.2.5,30.00032700954687,
15,0,15,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,735.9487829999998,735.9487829999998,0.006641200045123696,0.0982218999415636,1.0,0.6259974001441151,,,,,,,,,,,,,671,Moral,2024-03-15_17h16.06.447,MoralCondition_v2,2022.2.5,30.00032700954687,
15,0,15,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,736.6155854000244,736.6155854000244,0.007369600003585219,0.09766860003583133,1.0,0.9245670000091195,,,,,,,,,,,,,671,Moral,2024-03-15_17h16.06.447,MoralCondition_v2,2022.2.5,30.00032700954687,
15,0,15,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,737.5824100999162,737.5824100999162,0.0006920001469552517,0.09927670005708933,3.0,2.7331152998376638,,,,,,,671,Moral,2024-03-15_17h16.06.447,MoralCondition_v2,2022.2.5,30.00032700954687,
16,0,16,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,740.3490628998261,0.00027900002896785736,0.09787619998678565,746.365417300025,6.014490999979898,746.5320742998738,746.5320742998738,0.0761019999627024,0.18137519992887974,6.01456439984031,752.6320924998727,752.6320924998727,752.6320924998727,0.07450049975886941,0.18098319973796606,758.3320575000253,758.5320708998479,6.014508699765429,6.114475099835545,764.5320653000381,12.014524899888784,764.6320584998466,764.6320584998466,764.6653874998447,764.6653874998447,0.014650799799710512,0.11457979981787503,down,3.293256300035864,767.9987979000434,5.1800161600112915e-05,0.09801449999213219,774.015226099873,774.015226099873,0.025509400060400367,0.11443280009552836,6.0,3.1903095999732614,,,,,,,,,752.5323709000368,752.5323709000368,,,671,Moral,2024-03-15_17h16.06.447,MoralCondition_v2,2022.2.5,30.00032700954687,
16,0,16,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,777.2654116998892,777.2654116998892,0.008739399956539273,0.11441399995237589,1.0,1.7065682001411915,,,,,,,,,,,,,671,Moral,2024-03-15_17h16.06.447,MoralCondition_v2,2022.2.5,30.00032700954687,
16,0,16,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,778.9986389998812,778.9986389998812,0.0074263999704271555,0.09773340006358922,1.0,0.5914477000478655,,,,,,,,,,,,,671,Moral,2024-03-15_17h16.06.447,MoralCondition_v2,2022.2.5,30.00032700954687,
16,0,16,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,779.6488146998454,779.6488146998454,0.007693600142374635,0.11440169997513294,1.0,0.5076130998786539,,,,,,,,,,,,,671,Moral,2024-03-15_17h16.06.447,MoralCondition_v2,2022.2.5,30.00032700954687,
16,0,16,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,780.1820243999828,780.1820243999828,0.007042400073260069,0.09803660004399717,1.0,0.4922171998769045,,,,,,,,,,,,,671,Moral,2024-03-15_17h16.06.447,MoralCondition_v2,2022.2.5,30.00032700954687,
16,0,16,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,780.7155410000123,780.7155410000123,0.0075489000882953405,0.09767900011502206,6.0,1.4251367000397295,,,,,,,,,,,,,671,Moral,2024-03-15_17h16.06.447,MoralCondition_v2,2022.2.5,30.00032700954687,
16,0,16,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,782.1817663998809,782.1817663998809,0.0072772998828440905,0.09783599991351366,1.0,1.0583929000422359,,,,,,,,,,,,,671,Moral,2024-03-15_17h16.06.447,MoralCondition_v2,2022.2.5,30.00032700954687,
16,0,16,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,783.2822238998488,783.2822238998488,0.001517999917268753,0.097408999921754,2.0,2.0637592000421137,,,,,,,671,Moral,2024-03-15_17h16.06.447,MoralCondition_v2,2022.2.5,30.00032700954687,
17,0,17,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,785.3823235998861,0.00028529996052384377,0.09745829994790256,791.3820950998925,6.03104929998517,791.5821016998962,791.5821016998962,0.08558209985494614,0.19756609993055463,6.03094179998152,797.6819054998923,797.6819054998923,797.6819054998923,0.08620579983107746,0.1978005999699235,803.3820845999289,803.5819989000447,6.0309462998993695,6.131070799892768,809.5819369000383,12.030974599765614,809.6819574998226,809.6819574998226,809.7152813998982,809.7152813998982,0.0311530998442322,0.1307352997828275,up,1.3865326999220997,811.1485892999917,4.4800108298659325e-05,0.09805999998934567,817.1652372998651,817.1652372998651,0.024984699906781316,0.11463949992321432,1.0,1.4574774000793695,,,,,,,,,797.5820304998197,797.5820304998197,,,671,Moral,2024-03-15_17h16.06.447,MoralCondition_v2,2022.2.5,30.00032700954687,
17,0,17,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,818.6654611998238,818.6654611998238,0.00749400001950562,0.09754909994080663,1.0,0.724354200065136,,,,,,,,,,,,,671,Moral,2024-03-15_17h16.06.447,MoralCondition_v2,2022.2.5,30.00032700954687,
17,0,17,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,819.4319479998667,819.4319479998667,0.008558299858123064,0.09691419987939298,7.0,1.9892430999316275,,,,,,,,,,,,,671,Moral,2024-03-15_17h16.06.447,MoralCondition_v2,2022.2.5,30.00032700954687,
17,0,17,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,821.4652598998509,821.4652598998509,0.006927999900653958,0.09950529993511736,1.0,1.260131699964404,,,,,,,,,,,,,671,Moral,2024-03-15_17h16.06.447,MoralCondition_v2,2022.2.5,30.00032700954687,
17,0,17,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,822.7652795000467,822.7652795000467,0.007501000072807074,0.09930700017139316,1.0,0.2593932000454515,,,,,,,,,,,,,671,Moral,2024-03-15_17h16.06.447,MoralCondition_v2,2022.2.5,30.00032700954687,
17,0,17,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,823.0819991000462,823.0819991000462,0.007916399976238608,0.11427300004288554,1.0,0.5072174998931587,,,,,,,,,,,,,671,Moral,2024-03-15_17h16.06.447,MoralCondition_v2,2022.2.5,30.00032700954687,
17,0,17,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,823.6152390998323,823.6152390998323,0.006937700090929866,0.09797229990363121,1.0,0.5583128998987377,,,,,,,,,,,,,671,Moral,2024-03-15_17h16.06.447,MoralCondition_v2,2022.2.5,30.00032700954687,
17,0,17,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,824.2152519000228,824.2152519000228,0.001179700018838048,0.09780069999396801,7.0,1.4644130000378937,,,,,,,671,Moral,2024-03-15_17h16.06.447,MoralCondition_v2,2022.2.5,30.00032700954687,
18,0,18,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,825.7152197998948,0.0005071000196039677,0.0972459998447448,831.7318610998336,6.01387199992314,831.8985269998666,831.8985269998666,0.07387839979492128,0.18051939993165433,6.01390209980309,837.9985195999034,837.9985195999034,837.9985195999034,0.07322049979120493,0.1805073998402804,843.6988196000457,843.8984030999709,6.013719999697059,6.113949499791488,849.8985482999124,12.01392659987323,849.9986169999465,849.9986169999465,850.0317861998919,850.0317861998919,0.014142299769446254,0.11382069974206388,up,2.574478300055489,852.6651266999543,5.3999945521354675e-05,0.09786669979803264,858.6817401999142,858.6817401999142,0.025500399991869926,0.11448649992235005,1.0,0.8232718999497592,,,,,,,,,837.8985049999319,837.8985049999319,,,671,Moral,2024-03-15_17h16.06.447,MoralCondition_v2,2022.2.5,30.00032700954687,
18,0,18,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,859.5483210999519,859.5483210999519,0.007452599937096238,0.09768090001307428,1.0,0.5580905000679195,,,,,,,,,,,,,671,Moral,2024-03-15_17h16.06.447,MoralCondition_v2,2022.2.5,30.00032700954687,
18,0,18,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,860.1484976999927,860.1484976999927,0.007179200183600187,0.09792880015447736,1.0,0.2589624999091029,,,,,,,,,,,,,671,Moral,2024-03-15_17h16.06.447,MoralCondition_v2,2022.2.5,30.00032700954687,
18,0,18,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,860.4652486999985,860.4652486999985,0.007802400039508939,0.11467379983514547,1.0,0.30788780003786087,,,,,,,,,,,,,671,Moral,2024-03-15_17h16.06.447,MoralCondition_v2,2022.2.5,30.00032700954687,
18,0,18,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,860.7986585998442,860.7986585998442,0.006996299838647246,0.09869609982706606,6.0,1.7590564999263734,,,,,,,,,,,,,671,Moral,2024-03-15_17h16.06.447,MoralCondition_v2,2022.2.5,30.00032700954687,
18,0,18,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,862.598337699892,862.598337699892,0.006245200056582689,0.09862140007317066,1.0,1.1268536001443863,,,,,,,,,,,,,671,Moral,2024-03-15_17h16.06.447,MoralCondition_v2,2022.2.5,30.00032700954687,
18,0,18,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,863.7653393999208,863.7653393999208,0.007696700049564242,0.09746289998292923,1.0,0.6911508999764919,,,,,,,,,,,,,671,Moral,2024-03-15_17h16.06.447,MoralCondition_v2,2022.2.5,30.00032700954687,
18,0,18,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,864.4984369999729,864.4984369999729,0.001126500079408288,0.09840360004454851,3.0,2.09841650002636,,,,,,,671,Moral,2024-03-15_17h16.06.447,MoralCondition_v2,2022.2.5,30.00032700954687,
19,0,19,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,866.6317499999423,0.0005536000244319439,0.09723279997706413,872.631733499933,6.030538100050762,872.8319351000246,872.8319351000246,0.0840378999710083,0.19743649987503886,6.030466499971226,878.9319345999975,878.9319345999975,878.9319345999975,0.08202629978768528,0.1970775998197496,884.6316912998445,884.8319818000309,6.0307604998815805,6.130442599998787,890.8316935999319,12.030632299836725,890.9317176998593,890.9317176998593,890.9651528999675,890.9651528999675,0.030692799715325236,0.13039769977331161,up,0.19289119984023273,891.1983419000171,4.6900007873773575e-05,0.09781740000471473,897.2154623998795,897.2154623998795,0.025499299867078662,0.11433979985304177,1.0,4.056687599979341,,,,,,,,,878.8317320998758,878.8317320998758,,,671,Moral,2024-03-15_17h16.06.447,MoralCondition_v2,2022.2.5,30.00032700954687,
19,0,19,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,901.3150038998574,901.3150038998574,0.006575800012797117,0.09907739982008934,1.0,0.4601733998861164,,,,,,,,,,,,,671,Moral,2024-03-15_17h16.06.447,MoralCondition_v2,2022.2.5,30.00032700954687,
19,0,19,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,901.8319075000472,901.8319075000472,0.007826199987903237,0.1143312999047339,1.0,0.47406659997068346,,,,,,,,,,,,,671,Moral,2024-03-15_17h16.06.447,MoralCondition_v2,2022.2.5,30.00032700954687,
19,0,19,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,902.3484853999689,902.3484853999689,0.008694700198248029,0.11390960006974638,1.0,0.4730940000154078,,,,,,,,,,,,,671,Moral,2024-03-15_17h16.06.447,MoralCondition_v2,2022.2.5,30.00032700954687,
19,0,19,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,902.865235199919,902.865235199919,0.008803799981251359,0.11407289979979396,1.0,0.5395737001672387,,,,,,,,,,,,,671,Moral,2024-03-15_17h16.06.447,MoralCondition_v2,2022.2.5,30.00032700954687,
19,0,19,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,903.4316897999961,903.4316897999961,0.006715500028803945,0.09916220000013709,7.0,1.4937279000878334,,,,,,,,,,,,,671,Moral,2024-03-15_17h16.06.447,MoralCondition_v2,2022.2.5,30.00032700954687,
19,0,19,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,904.9649511999451,904.9649511999451,0.008902800036594272,0.09901640005409718,1.0,1.125095000024885,,,,,,,,,,,,,671,Moral,2024-03-15_17h16.06.447,MoralCondition_v2,2022.2.5,30.00032700954687,
19,0,19,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,906.1315720998682,906.1315720998682,0.0007145998533815145,0.09908229997381568,7.0,1.2329780999571085,,,,,,,671,Moral,2024-03-15_17h16.06.447,MoralCondition_v2,2022.2.5,30.00032700954687,
