loop.thisRepN,loop.thisTrialN,loop.thisN,loop.thisIndex,evaluate_all_emotions.thisRepN,evaluate_all_emotions.thisTrialN,evaluate_all_emotions.thisN,evaluate_all_emotions.thisIndex,sync_beep_1.started,p_port.started,p_port.stopped,sync_beep_1.stopped,sync_beep_2.started,sync_beep_3.started,sync_beep_3.stopped,sync_beep_4.started,sync_beep_4.stopped,baseline.started,p_port_2.started,p_port_2.stopped,baseline.stopped,p_port_3.started,Game_Start_Text.started,p_port_4.started,p_port_4.stopped,key_resp.started,key_resp.keys,key_resp.rt,fixation_cross.started,p_port_5.started,p_port_5.stopped,fixation_cross.stopped,p_port_6.started,player_image_intro.started,player_name_intro.started,p_port_7.started,p_port_7.stopped,p_port_8.started,player_image_offer.started,player_name_offer.started,proposed_split.started,p_port_9.started,p_port_9.stopped,proposed_split.stopped,accept_reject.started,p_port_15.started,p_port_15.stopped,accept_reject.stopped,p_port_10.started,player_image_offer.stopped,player_name_offer.stopped,arrow_instructions.started,offer_choice.started,p_port_11.started,p_port_11.stopped,offer_choice.keys,offer_choice.rt,Instructions_Affinity_Score.started,p_port_12.started,p_port_12.stopped,Emotion_Image.started,AffinityScore.started,p_port_13.started,p_port_13.stopped,AffinityScore.response,AffinityScore.rt,Instruction.started,Moral_Disgust_Score.started,p_port_14.started,p_port_14.stopped,Moral_Disgust_Score.response,Moral_Disgust_Score.rt,player_image_intro.stopped,player_name_intro.stopped,Instructions_Affinity_Score.stopped,p_port_6.stopped,p_port_10.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,16.747356599662453,0.000860600033774972,0.10796039993874729,17.064607299864292,17.331212060013787,17.93109065988101,18.231081099947914,18.547885759919883,18.864521899959072,18.864521899959072,0.010874100029468536,0.1081415000371635,33.88121459982358,15.024773599812761,33.964548599906266,0.00822839979082346,0.10808309982530773,34.43126729992218,space,9.431346599943936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,666,Moral,2024-09-19_16h32.50.514,MoralCondition_v2,2022.2.5,30.013563110154486,
13,0,13,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,614.6470933998935,614.6470933998935,0.006489000050351024,0.09909650008194149,3.0,0.19360639993101358,,,,,,,,,,,,666,Moral,2024-09-19_16h32.50.514,MoralCondition_v2,2022.2.5,30.013563110154486,
13,0,13,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,614.8803902999498,614.8803902999498,0.0077235999051481485,0.0979921999387443,3.0,0.2243947999086231,,,,,,,,,,,,666,Moral,2024-09-19_16h32.50.514,MoralCondition_v2,2022.2.5,30.013563110154486,
13,0,13,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,615.1471920998301,615.1471920998301,0.007233000127598643,0.09793219994753599,3.0,0.2581974999047816,,,,,,,,,,,,666,Moral,2024-09-19_16h32.50.514,MoralCondition_v2,2022.2.5,30.013563110154486,
13,0,13,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,615.4472014999483,615.4472014999483,0.008337199920788407,0.09840320004150271,3.0,0.39106379984878004,,,,,,,,,,,,666,Moral,2024-09-19_16h32.50.514,MoralCondition_v2,2022.2.5,30.013563110154486,
13,0,13,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,615.8804226999637,615.8804226999637,0.006844599964097142,0.09924610005691648,3.0,0.5267913998104632,,,,,,,,,,,,666,Moral,2024-09-19_16h32.50.514,MoralCondition_v2,2022.2.5,30.013563110154486,
13,0,13,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,616.4472028999589,616.4472028999589,0.0075638999696820974,0.09741270006634295,3.0,0.5242421999573708,,,,,,,,,,,,666,Moral,2024-09-19_16h32.50.514,MoralCondition_v2,2022.2.5,30.013563110154486,
13,0,13,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,617.0139656998217,617.0139656998217,0.0015064000617712736,0.09758069994859397,3.0,0.7639448000118136,,,,,,666,Moral,2024-09-19_16h32.50.514,MoralCondition_v2,2022.2.5,30.013563110154486,
14,0,14,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,617.8140385998413,0.0003217998892068863,0.09760569990612566,623.8139714999124,6.014304699841887,623.9804687998258,623.9804687998258,0.052697999868541956,0.1642434997484088,6.0309120998717844,630.0969423998613,630.0969423998613,630.0969423998613,0.06713499967008829,0.18088539969176054,635.7970485999249,635.9970485998783,6.014263699762523,6.114222199656069,641.9970311999787,12.01423899969086,642.0972298998386,642.0972298998386,642.1302869999781,642.1302869999781,0.01462729973718524,0.11403979966416955,down,0.9165793999563903,643.0970624999609,3.869994543492794e-05,0.09808689984492958,649.1137287998572,649.1137287998572,0.008948700036853552,0.11463980004191399,3.0,8.139982900116593,,,,,,,629.9802212999202,629.9802212999202,649.1137287998572,6.0978200999088585,,666,Moral,2024-09-19_16h32.50.514,MoralCondition_v2,2022.2.5,30.013563110154486,
14,0,14,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,657.2803312998731,657.2803312998731,0.0075258000288158655,0.09777170000597835,3.0,0.2913619000464678,,,,,,,,,,,,666,Moral,2024-09-19_16h32.50.514,MoralCondition_v2,2022.2.5,30.013563110154486,
14,0,14,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,657.6137822999153,657.6137822999153,0.007242599967867136,0.09808859997428954,3.0,0.291624000063166,,,,,,,,,,,,666,Moral,2024-09-19_16h32.50.514,MoralCondition_v2,2022.2.5,30.013563110154486,
14,0,14,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,657.9470456999261,657.9470456999261,0.007392000174149871,0.09826020011678338,3.0,0.3250941000878811,,,,,,,,,,,,666,Moral,2024-09-19_16h32.50.514,MoralCondition_v2,2022.2.5,30.013563110154486,
14,0,14,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,658.3137041998561,658.3137041998561,0.007416300009936094,0.09786660014651716,3.0,0.29159050015732646,,,,,,,,,,,,666,Moral,2024-09-19_16h32.50.514,MoralCondition_v2,2022.2.5,30.013563110154486,
14,0,14,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,658.6470631998964,658.6470631998964,0.006391699891537428,0.09922019997611642,3.0,0.3603129000402987,,,,,,,,,,,,666,Moral,2024-09-19_16h32.50.514,MoralCondition_v2,2022.2.5,30.013563110154486,
14,0,14,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,659.047093299916,659.047093299916,0.006364100147038698,0.09910099999979138,3.0,0.36013699998147786,,,,,,,,,,,,666,Moral,2024-09-19_16h32.50.514,MoralCondition_v2,2022.2.5,30.013563110154486,
14,0,14,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,659.4470742000267,659.4470742000267,0.0017903000116348267,0.09767329995520413,3.0,1.030559299979359,,,,,,666,Moral,2024-09-19_16h32.50.514,MoralCondition_v2,2022.2.5,30.013563110154486,
15,0,15,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,660.5138723999262,0.0001338999718427658,0.0990843998733908,666.5304127999116,6.015673599904403,666.6968317998108,666.6968317998108,0.07037499989382923,0.18263639975339174,6.0156810998450965,672.7967942999676,672.7967942999676,672.7967942999676,0.07039639982394874,0.18233819981105626,678.4970801000018,678.6969739999622,6.015722099691629,6.1156598997768015,684.6969529998023,12.015707699814811,684.7971144998446,684.7971144998446,684.8302782999817,684.8302782999817,0.01600799965672195,0.11562699964269996,down,0.8718493001069874,685.7634681998752,4.739989526569843e-05,0.09783069998957217,691.7633991998155,691.7633991998155,0.005102499853819609,0.09771379991434515,1.0,1.4603236000984907,,,,,,,672.6969772998709,672.6969772998709,691.7633991998155,,,666,Moral,2024-09-19_16h32.50.514,MoralCondition_v2,2022.2.5,30.013563110154486,
15,0,15,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,693.2635923000053,693.2635923000053,0.007160299923270941,0.09725619992241263,1.0,0.25796910002827644,,,,,,,,,,,,666,Moral,2024-09-19_16h32.50.514,MoralCondition_v2,2022.2.5,30.013563110154486,
15,0,15,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,693.5636620000005,693.5636620000005,0.006487200036644936,0.09933849982917309,1.0,0.22748779994435608,,,,,,,,,,,,666,Moral,2024-09-19_16h32.50.514,MoralCondition_v2,2022.2.5,30.013563110154486,
15,0,15,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,693.8302575999405,693.8302575999405,0.008355600060895085,0.09764020005241036,1.0,0.22375590004958212,,,,,,,,,,,,666,Moral,2024-09-19_16h32.50.514,MoralCondition_v2,2022.2.5,30.013563110154486,
15,0,15,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,694.0969566998538,694.0969566998538,0.007124900119379163,0.09806180000305176,1.0,0.22531619993969798,,,,,,,,,,,,666,Moral,2024-09-19_16h32.50.514,MoralCondition_v2,2022.2.5,30.013563110154486,
15,0,15,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,694.3637601998635,694.3637601998635,0.006769399857148528,0.09740239987149835,1.0,0.29308190010488033,,,,,,,,,,,,666,Moral,2024-09-19_16h32.50.514,MoralCondition_v2,2022.2.5,30.013563110154486,
15,0,15,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,694.7135459999554,694.7135459999554,0.008236999856308103,0.11450399993918836,1.0,0.5739289000630379,,,,,,,,,,,,666,Moral,2024-09-19_16h32.50.514,MoralCondition_v2,2022.2.5,30.013563110154486,
15,0,15,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,695.3136863999534,695.3136863999534,0.0006719999946653843,0.0991455998737365,1.0,0.7328992998227477,,,,,,666,Moral,2024-09-19_16h32.50.514,MoralCondition_v2,2022.2.5,30.013563110154486,
16,0,16,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,696.0804853998125,0.0002546999603509903,0.09817230002954602,702.0968429998029,6.0146520000416785,702.2636037999764,702.2636037999764,0.06855589989572763,0.1810134998522699,6.014408999821171,708.3632680999581,708.3632680999581,708.3632680999581,0.07854219991713762,0.18101819977164268,714.0634768998716,714.2634959998541,6.014636899810284,6.11456559994258,720.2634008999448,12.014450299786404,720.3466978999786,720.3466978999786,720.3968342000153,720.3968342000153,0.014512799680233002,0.11452129972167313,down,2.2492555000353605,722.6968369998503,4.20999713242054e-05,0.09805739996954799,728.7133078000043,728.7133078000043,0.02450120006687939,0.11452440009452403,4.0,1.224466900108382,,,,,,,708.246572899865,708.246572899865,,,,666,Moral,2024-09-19_16h32.50.514,MoralCondition_v2,2022.2.5,30.013563110154486,
16,0,16,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,729.9805746998172,729.9805746998172,0.008740200195461512,0.09724000003188848,4.0,0.2560968000907451,,,,,,,,,,,,666,Moral,2024-09-19_16h32.50.514,MoralCondition_v2,2022.2.5,30.013563110154486,
16,0,16,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,730.2967375000007,730.2967375000007,0.009336699964478612,0.11412869999185205,4.0,0.27245229994878173,,,,,,,,,,,,666,Moral,2024-09-19_16h32.50.514,MoralCondition_v2,2022.2.5,30.013563110154486,
16,0,16,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,730.6136721998919,730.6136721998919,0.007965299999341369,0.11443640012294054,4.0,0.24062509997747838,,,,,,,,,,,,666,Moral,2024-09-19_16h32.50.514,MoralCondition_v2,2022.2.5,30.013563110154486,
16,0,16,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,730.8800674998201,730.8800674998201,0.006693100091069937,0.09851679997518659,4.0,0.25961700011976063,,,,,,,,,,,,666,Moral,2024-09-19_16h32.50.514,MoralCondition_v2,2022.2.5,30.013563110154486,
16,0,16,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,731.1966869998723,731.1966869998723,0.008460799930617213,0.1139493000227958,4.0,0.30690189986489713,,,,,,,,,,,,666,Moral,2024-09-19_16h32.50.514,MoralCondition_v2,2022.2.5,30.013563110154486,
16,0,16,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,731.5300505999476,731.5300505999476,0.0087075000628829,0.0992902999278158,4.0,0.5915613998658955,,,,,,,,,,,,666,Moral,2024-09-19_16h32.50.514,MoralCondition_v2,2022.2.5,30.013563110154486,
16,0,16,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,732.1635922999121,732.1635922999121,0.001616000197827816,0.0980226001702249,4.0,0.7307557000312954,,,,,,666,Moral,2024-09-19_16h32.50.514,MoralCondition_v2,2022.2.5,30.013563110154486,
17,0,17,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,732.9304453998338,0.00013489997945725918,0.09930750005878508,738.9467437998392,6.0158015000633895,739.1134025999345,739.1134025999345,0.0750437998212874,0.18248429987579584,6.015883799875155,745.2132647000253,745.2132647000253,745.2132647000253,0.07379719987511635,0.18242969969287515,750.9134052998852,751.1133655000012,6.015778799774125,6.1157707998063415,757.1133422998246,12.015808099880815,757.2133567999117,757.2133567999117,757.246677499963,757.246677499963,0.015950999688357115,0.11570039973594248,down,1.351754000177607,758.6466742998455,4.449998959898949e-05,0.09790630009956658,764.6632424998097,764.6632424998097,0.009033400099724531,0.11456310003995895,3.0,1.6730597000569105,,,,,,,745.1133816998918,745.1133816998918,764.6632424998097,,,666,Moral,2024-09-19_16h32.50.514,MoralCondition_v2,2022.2.5,30.013563110154486,
17,0,17,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,766.3634555998724,766.3634555998724,0.00749099999666214,0.09791400004178286,3.0,0.2912550000473857,,,,,,,,,,,,666,Moral,2024-09-19_16h32.50.514,MoralCondition_v2,2022.2.5,30.013563110154486,
17,0,17,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,766.6966535998508,766.6966535998508,0.0075598000548779964,0.09812130010686815,3.0,0.25838569994084537,,,,,,,,,,,,666,Moral,2024-09-19_16h32.50.514,MoralCondition_v2,2022.2.5,30.013563110154486,
17,0,17,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,766.9965668998193,766.9965668998193,0.007025099825114012,0.0974988997913897,3.0,0.25896370015107095,,,,,,,,,,,,666,Moral,2024-09-19_16h32.50.514,MoralCondition_v2,2022.2.5,30.013563110154486,
17,0,17,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,767.2966920000035,767.2966920000035,0.007509200135245919,0.09784179995767772,3.0,0.2580260999966413,,,,,,,,,,,,666,Moral,2024-09-19_16h32.50.514,MoralCondition_v2,2022.2.5,30.013563110154486,
17,0,17,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,767.613382200012,767.613382200012,0.00843129982240498,0.11327289999462664,3.0,0.33914699987508357,,,,,,,,,,,,666,Moral,2024-09-19_16h32.50.514,MoralCondition_v2,2022.2.5,30.013563110154486,
17,0,17,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,767.9799948998261,767.9799948998261,0.006617699982598424,0.0992032999638468,3.0,0.8600916999857873,,,,,,,,,,,,666,Moral,2024-09-19_16h32.50.514,MoralCondition_v2,2022.2.5,30.013563110154486,
17,0,17,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,768.8799444998149,768.8799444998149,0.0012668000999838114,0.09798360010609031,3.0,1.3312777001410723,,,,,,666,Moral,2024-09-19_16h32.50.514,MoralCondition_v2,2022.2.5,30.013563110154486,
18,0,18,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,770.2468856999185,0.00014130002819001675,0.09921999997459352,776.2633110999595,6.015797500032932,776.4299309998751,776.4299309998751,0.07406959985382855,0.18247619993053377,6.0157811997924,782.5297819999978,782.5297819999978,782.5297819999978,0.07588219968602061,0.18266019970178604,788.2299533998594,788.4298450998031,6.015701599884778,6.115834899712354,794.4301061998121,12.01603449974209,794.5300781999249,794.5300781999249,794.5633150998037,794.5633150998037,0.01620189961977303,0.11578599968925118,down,0.49942809995263815,795.096571699949,4.5999884605407715e-05,0.09729880001395941,801.129935799865,801.129935799865,0.02486420003697276,0.130644999910146,2.0,3.9401071998290718,,,,,,,782.4131683998276,782.4131683998276,,,,666,Moral,2024-09-19_16h32.50.514,MoralCondition_v2,2022.2.5,30.013563110154486,
18,0,18,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,805.0967724998482,805.0967724998482,0.007309899898245931,0.09719519992358983,2.0,0.257543999934569,,,,,,,,,,,,666,Moral,2024-09-19_16h32.50.514,MoralCondition_v2,2022.2.5,30.013563110154486,
18,0,18,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,805.4134406999219,805.4134406999219,0.007798200007528067,0.11421579984016716,2.0,0.20766930002719164,,,,,,,,,,,,666,Moral,2024-09-19_16h32.50.514,MoralCondition_v2,2022.2.5,30.013563110154486,
18,0,18,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,805.6465296000242,805.6465296000242,0.006669999798759818,0.09891659999266267,2.0,0.2601250000298023,,,,,,,,,,,,666,Moral,2024-09-19_16h32.50.514,MoralCondition_v2,2022.2.5,30.013563110154486,
18,0,18,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,805.946486099856,805.946486099856,0.006419199984520674,0.09930070000700653,2.0,0.49390690005384386,,,,,,,,,,,,666,Moral,2024-09-19_16h32.50.514,MoralCondition_v2,2022.2.5,30.013563110154486,
18,0,18,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,806.4967657998204,806.4967657998204,0.007879700046032667,0.11451110010966659,2.0,0.5408556000329554,,,,,,,,,,,,666,Moral,2024-09-19_16h32.50.514,MoralCondition_v2,2022.2.5,30.013563110154486,
18,0,18,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,807.0632101998199,807.0632101998199,0.006428299937397242,0.09913069987669587,2.0,0.5271622000727803,,,,,,,,,,,,666,Moral,2024-09-19_16h32.50.514,MoralCondition_v2,2022.2.5,30.013563110154486,
18,0,18,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,807.6298165000044,807.6298165000044,0.0020324999932199717,0.09710869984701276,2.0,0.7967694001272321,,,,,,666,Moral,2024-09-19_16h32.50.514,MoralCondition_v2,2022.2.5,30.013563110154486,
19,0,19,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,808.4634010998998,0.00023120013065636158,0.09820190002210438,814.479857499944,6.014835800044239,814.6463933999185,814.6463933999185,0.07636839989572763,0.18140999996103346,6.014939900022,820.7464166998398,820.7464166998398,820.7464166998398,0.07205989980138838,0.18149969982914627,826.4464549999684,826.6467078998685,6.014982799766585,6.114734799833968,832.6465833999682,12.014919499866664,832.7296134999488,832.7296134999488,832.7797973998822,832.7797973998822,0.014715499710291624,0.1146980996709317,down,1.1144935998599976,833.9464447998907,6.809993647038937e-05,0.09796009981073439,839.9630155998748,839.9630155998748,0.02482139994390309,0.114563699811697,2.0,1.0574221999850124,,,,,,,820.6464690000284,820.6464690000284,,,,666,Moral,2024-09-19_16h32.50.514,MoralCondition_v2,2022.2.5,30.013563110154486,
19,0,19,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,841.0629841999616,841.0629841999616,0.006463200086727738,0.09855930018238723,2.0,0.2597442998085171,,,,,,,,,,,,666,Moral,2024-09-19_16h32.50.514,MoralCondition_v2,2022.2.5,30.013563110154486,
19,0,19,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,841.3799199999776,841.3799199999776,0.007790300063788891,0.11391579988412559,2.0,0.24072689982131124,,,,,,,,,,,,666,Moral,2024-09-19_16h32.50.514,MoralCondition_v2,2022.2.5,30.013563110154486,
19,0,19,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,841.6464635999873,841.6464635999873,0.009269599802792072,0.09803109988570213,2.0,0.22339759999886155,,,,,,,,,,,,666,Moral,2024-09-19_16h32.50.514,MoralCondition_v2,2022.2.5,30.013563110154486,
19,0,19,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,841.9131999998353,841.9131999998353,0.007183299865573645,0.09851129981689155,2.0,0.22482439992018044,,,,,,,,,,,,666,Moral,2024-09-19_16h32.50.514,MoralCondition_v2,2022.2.5,30.013563110154486,
19,0,19,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,842.1795280999504,842.1795280999504,0.007400800008326769,0.09737550001591444,2.0,0.2911904000211507,,,,,,,,,,,,666,Moral,2024-09-19_16h32.50.514,MoralCondition_v2,2022.2.5,30.013563110154486,
19,0,19,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,842.5129739998374,842.5129739998374,0.005676500033587217,0.09873760002665222,2.0,0.4275569999590516,,,,,,,,,,,,666,Moral,2024-09-19_16h32.50.514,MoralCondition_v2,2022.2.5,30.013563110154486,
19,0,19,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,842.9797324999236,842.9797324999236,0.0007241000421345234,0.09938679984770715,2.0,0.5998547000344843,,,,,,666,Moral,2024-09-19_16h32.50.514,MoralCondition_v2,2022.2.5,30.013563110154486,
